"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei.y","Threshold.membrane.y","Surface.Segmentation","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Phenotype","Details","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","phenotype.label","migration.perturbed","division.perturbed","orientation.perturbed"
"MRF.image36_left.2021_01_12","2021_01_12","Margaux Failla","MRF","image36_left","yes",82.3,25,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk but still attached to the other ATM in the tail; one of the TVC didn't divide in the trunk","good","-","MRF.image36_left.2021_01_12","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.image36_right.2021_01_12","2021_01_12","Margaux Failla","MRF","image36_right","yes",82.3,30.9,"-","yes","0","groups connected","problem migration and division","inhibited TVC migration / inhibited TVC division ","the TVCs didn't migrate enough in the trunk, they are still attached to the ATMs in the tail; one of the TVC didn't divide in the trunk","good","-","MRF.image36_right.2021_01_12","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.image38_left.2021_01_12","2021_01_12","Margaux Failla","MRF","image38_left","yes",90,40.1,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced TVC division","the 2 ATMs migrated with the TVCs in the trunk; the 2 TVCs started the second division but not seen in the segmentation (nuclei too close to each other, so considered as the same cell)","correct","-","MRF.image38_left.2021_01_12","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.image38_right.2021_01_12","2021_01_12","Margaux Failla","MRF","image38_right","yes",77.6,35.2,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM divided and one of the cells migrated with the TVCs in the trunk but still attached with the other ATM in the tail: the other ATM also divided in the tail","good","-","MRF.image38_right.2021_01_12","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.image4_left.2021_01_12","2021_01_12","Margaux Failla","MRF","image4_left","yes",93.8,22.6,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated with the TVCs in the trunk; one of the TVC didn't divide in the trunk","correct","-","MRF.image4_left.2021_01_12","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.image4_right.2021_01_12","2021_01_12","Margaux Failla","MRF","image4_right","yes",93.8,35.3,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated with the TVCs in the trunk; one of the TVC didn't divide in the trunk","good","-","MRF.image4_right.2021_01_12","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.image6.2021_01_12","2021_01_12","Margaux Failla","MRF","image6","yes",85.3,27.5,"-","yes","-","only one group in the trunk - no distance","problem migration","enhanced ATM migration","the 2 ATMs migrated with the TVCs in the trunk","good","-","MRF.image6.2021_01_12","migration perturbed",TRUE,FALSE,FALSE
"MRF.image7_left.2021_01_12","2021_01_12","Margaux Failla","MRF","image7_left","yes",69.1,32.4,"-","yes","0","groups connected","problem migration and division","enhanced ATM division / inhibited TVC migration / inhibited TVC division","one of the ATM divided in the tail; the 2 TVCs didn't migrate enough and they are still attached to the ATMs in the tail; the 2 TVCs didn't divide in the trunk","good","-","MRF.image7_left.2021_01_12","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.image9_left.2021_01_12","2021_01_12","Margaux Failla","MRF","image9_left","yes",92.6,30.3,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated a bit in the trunk and attached to the TVCs but still a bit in the tail; the 2 ATMs divided","good","-","MRF.image9_left.2021_01_12","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image11.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image11","yes",76.3,27.3,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated with the TVCs in the trunk; one of the TVC didn't divide","good","-","MRF.slide1_image11.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image12.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image12","yes",78.3,40.3,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM divided and one of the cell migrated with the TVCs in the trunk, but still attached to the other ATMs in the tail","good","-","MRF.slide1_image12.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image13.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image13","yes",84,25.3,"-","yes","58.1","-","problem division","enhanced ATM division","one of the ATM divided in the tail","good","-","MRF.slide1_image13.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"MRF.slide1_image19.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image19","yes",70.9,30.1,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and divided with the TVCs in the trunk","good","-","MRF.slide1_image19.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image20.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image20","yes",77.8,32.8,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk, but still attached to the other ATMs in the tail","good","-","MRF.slide1_image20.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image23.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image23","yes",73,32.2,"-","yes","14.9","-","problem division","enhanced ATM division","the 2 ATMs divided in the tail","good","-","MRF.slide1_image23.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"MRF.slide1_image24.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image24","yes",74.7,35,"-","yes","6.77","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk; the other ATM divided in the tail","good","-","MRF.slide1_image24.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image27.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image27","yes",76,32.8,"-","yes","23","-","problem division","enhanced ATM division","the 2 ATMs divided in the tail","good","-","MRF.slide1_image27.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"MRF.slide1_image29.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image29","yes",82.5,27.1,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk, but still attached to the other ATM in the tail; the other ATM divided in the tail","good","-","MRF.slide1_image29.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image3_left.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image3_left","yes",69.6,25.3,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated with the TVCs in the trunk; one of the TVC didn't divide in the trunk","good","-","MRF.slide1_image3_left.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image3_right.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image3_right","yes",65.1,25.3,"-","yes","10.2","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM divided in the tail; the other ATM migrated with the TVCs in the trunk","good","-","MRF.slide1_image3_right.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image31.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image31","yes",94.8,42.6,"-","yes","17.8","-","problem division","enhanced ATM division","one of the ATM divided in the tail","good","-","MRF.slide1_image31.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"MRF.slide1_image32.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image32","yes",91.8,35.4,"-","yes","10.7","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated a bit and divided but still with the other ATM in the tail","good","-","MRF.slide1_image32.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image33.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image33","yes",87.4,32.3,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / inhibted TVC division","the 2 ATMs migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk","good","-","MRF.slide1_image33.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image40.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image40","yes",67.8,37.5,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk, but still attached to the other ATM in the tail","good","-","MRF.slide1_image40.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image46.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image46","yes",84.8,40.5,"-","yes","11.1","-","problem division","enhanced ATM division","the 2 ATMs divided in the tail","good","-","MRF.slide1_image46.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"MRF.slide1_image5.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image5","yes",83,25.1,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk but still attached to the other ATM in the tail; the 2 TVCs didn't divide in the trunk","good","-","MRF.slide1_image5.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide1_image6.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image6","yes",80.8,25.4,"-","yes","10.6","-","problem division","enhanced ATM division / inhibited TVC division","the 2 ATMs divided in the tail; one of the TVC didn't divide in the trunk","good","-","MRF.slide1_image6.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"MRF.slide1_image7.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image7","yes",77.7,27.6,"-","yes","39.2","-","problem division","enhanced ATM division","the 2 ATMs divided in the tail","good","-","MRF.slide1_image7.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"MRF.slide1_image9.2021_01_06","2021_01_06","Margaux Failla","MRF","slide1_image9","yes",76.8,27.7,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated with the TVCs in the trunk; one of the ATM divided in the trunk","good","-","MRF.slide1_image9.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide2_image1_left.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image1_left","yes",90.2,37.4,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk, but still attached to the other ATM in the tail; the other ATM divided in the tail","good","-","MRF.slide2_image1_left.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide2_image1_right.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image1_right","yes",75.4,37.4,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and divided with the TVCs in the trunk","good","-","MRF.slide2_image1_right.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide2_image14.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image14","yes",78.6,25.4,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and divided with the TVCs in the trunk","good","-","MRF.slide2_image14.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide2_image15.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image15","yes",87.3,22.2,"-","yes","30","-","problem division","enhanced ATM division","one of the ATM divided in the tail","good","-","MRF.slide2_image15.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"MRF.slide2_image16.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image16","yes",78.4,25,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and divided with the TVCs in the trunk","good","-","MRF.slide2_image16.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide2_image20.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image20","yes",90.5,25.4,"-","yes","-","only one group in the trunk - no distance","problem migration","enhanced ATM migration","the 2 ATMs migrated with the TVCs in the trunk","good","-","MRF.slide2_image20.2021_01_06","migration perturbed",TRUE,FALSE,FALSE
"MRF.slide2_image23.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image23","yes",80.1,25.1,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated with the TVCs in the trunk and one of the ATM divided in the trunk","good","-","MRF.slide2_image23.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide2_image4.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image4","yes",85.5,42.3,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk, but still attached to the other ATM in the tail; the other ATM migrated a bit but still in the tail","good","-","MRF.slide2_image4.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"MRF.slide2_image5.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image5","yes",70.1,35.2,"-","yes","0","groups connected","problem migration and orientation","enhanced ATM migration / TVC cell alignment","one of the ATM migrated with the TVCs in the trunk, but still attached to the other ATM in the tail; the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned","good","-","MRF.slide2_image5.2021_01_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"MRF.slide2_image6.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image6","yes",85,30.2,"-","yes","24.8","-","problem division","enhanced ATM division","the 2 ATMs divided in the tail","good","-","MRF.slide2_image6.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"MRF.slide2_image8.2021_01_06","2021_01_06","Margaux Failla","MRF","slide2_image8","yes",75.1,32.3,"-","yes","10.6","-","problem division","enhanced ATM division","one of the ATM divided in the tail","good","-","MRF.slide2_image8.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"NDE.image1.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image1","yes",35,12.2,"-","yes","41.7","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","correct","-","NDE.image1.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"NDE.image12.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image12","yes",20.1,16.7,"-","yes","50.2","Distance should be shorter (part of cell not detected in the segmentation)","problem division","inhibited TVC division","the 2 TVCs didn't divided in the trunk","good","A big protrusion from the ATM has not been detected by the segmentation because too thin, so distance calculated is longer","NDE.image12.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"NDE.image14.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image14","yes",18.3,9.87,"-","yes","15.5","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided with the TVCs","correct","-","NDE.image14.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"NDE.image17_left.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image17_left","yes",20.6,14.9,"-","yes","24.6","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","NDE.image17_left.2020_06_17","orientation perturbed",FALSE,FALSE,TRUE
"NDE.image17_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image17_right","yes",20.6,26.4,"-","yes","44.9","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate, it stayed in the tail and didn't divide; the other TVC that migrated in the trunk didn't divide","good","-","NDE.image17_right.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"NDE.image18.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image18","yes",21.5,22.2,"-","yes","38.3","-","problem division","inhibited TVC division","the 2 TVCs didn't divided in the trunk","good","-","NDE.image18.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"NDE.image3_right.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image3_right","yes",25.3,10.6,"-","yes","17.1","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided with the TVCs","good","-","NDE.image3_right.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"NDE.image9.2020_06_17","2020_06_17","Yelena Bernadskaya","NDE","image9","yes",15.7,14.9,"-","yes","13.2","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","NDE.image9.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Paxillin.image14_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image14_left","yes",40.6,26.4,"-","yes","20.8","-","problem division (but not seen in segmentation, nuclei are far enough and so considered as 2 cells)","inhibited TVC division","one of the TVC divided but not completely (but not seen in segmentation, because nuclei are far enough and so considered as 2 cells)","good","the incomplete division is not seen in segmentation, because nuclei are far enough and so considered as 2 cells","Paxillin.image14_left.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Paxillin.image18_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image18_left","yes",22.9,19.1,"-","yes","34.3","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","correct","Don't see all the ATM cells (image not centered)","Paxillin.image18_left.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Paxillin.image2.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image2","yes",13.7,17.8,"-","yes","27.1","bad segmentation - distance should be longer","problem division and orientation","inhibited TVC division / TVC cell alignment","the 2 TVCs didn't divide in the trunk and they are not correctly oriented","not good","Don't see all the ATM cells (image not centered)","Paxillin.image2.2020_07_14","division/orientation perturbed",FALSE,TRUE,TRUE
"Paxillin.image20.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image20","yes",20.5,15.4,"-","yes","35.5","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Paxillin.image20.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Paxillin.image4.2020_07_14","2020_07_14","Yelena Bernadskaya","Paxillin","image4","yes",25.3,23.4,"-","yes","19.6","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Paxillin.image4.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image1_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image1_right","yes",110,32.3,"-","yes","8.48","normally the groups are connected","problem migration and division","enhanced ATM migration / enhanced ATM division / inhibited TVC division","one of the ATM migrated and divided in the trunk with the TVCs; one of the TVC didn't divide in the trunk","good","-","Paxillin.slide1_image1_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image10.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image10","yes",81,26,"-","yes","20","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in the trunk with the TVCs","good","-","Paxillin.slide1_image10.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image18.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image18","yes",86.3,28,"-","yes","32.3","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Paxillin.slide1_image18.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image25.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image25","yes",69.4,23.4,"-","yes","28.2","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Paxillin.slide1_image25.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image3_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image3_left","yes",89.7,19.5,"-","yes","-","no distance - only one group in the trunk","problem migration","enhanced ATM migration","the 2 ATMs migrated in the trunk","good","-","Paxillin.slide1_image3_left.2019_08_29","migration perturbed",TRUE,FALSE,FALSE
"Paxillin.slide1_image3_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image3_right","yes",89.7,15,"-","yes","1.59","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in the trunk with the TVCs","good","-","Paxillin.slide1_image3_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image30_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image30_right","yes",64.9,23.2,"-","yes","25.1","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk; and one of the TVC didn't divide in the trunk","good","-","Paxillin.slide1_image30_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image4.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image4","yes",81.4,27,"-","yes","27.7","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk","good","-","Paxillin.slide1_image4.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide1_image5.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image5","yes",61.7,19,"-","yes","49.5","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Paxillin.slide1_image5.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image6.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image6","yes",72.7,16.7,"-","yes","34.2","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Paxillin.slide1_image6.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide1_image7.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide1_image7","yes",88.4,22.9,"-","yes","20.2","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Paxillin.slide1_image7.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image1.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image1","yes",125,46.9,"-","yes","28.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","-","Paxillin.slide2_image1.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Paxillin.slide2_image15.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image15","yes",86.7,26,"-","yes","26.6","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Paxillin.slide2_image15.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image17.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image17","yes",89.7,33.9,"-","yes","2.73","-","problem migration and orientation","enhanced ATM migration / TVC cell alignment","one of the ATM migrated but not completely, and the 2 TVCs divided but not in the medio-lateral orientation","good","-","Paxillin.slide2_image17.2019_08_29","migration/orientation perturbed",TRUE,FALSE,TRUE
"Paxillin.slide2_image18_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image18_left","yes",106,27.8,"-","yes","32.7","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Paxillin.slide2_image18_left.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image18_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image18_right","yes",106,27.8,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / inhibited TVC division","the ATM migrated a bit in the trunk and still attached to the TVC; and the 2 TVCs didn't divide in the trunk","good","-","Paxillin.slide2_image18_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide2_image19.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image19","yes",116,26.6,"-","yes","30.8","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","not good","-","Paxillin.slide2_image19.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image2_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image2_right","yes",98.3,44,"-","yes","22.6","-","problem division","enhanced ATM division / inhibited TVC division","one of the ATM divided in the tail; the 2 TVCs didn't divide in the trunk","not good","-","Paxillin.slide2_image2_right.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image20.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image20","yes",74.5,40.5,"-","yes","46.6","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Paxillin.slide2_image20.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image21_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image21_right","yes",64.8,29,"-","yes","25.7","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate, stayed in the tail and didn't divide","correct","-","Paxillin.slide2_image21_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide2_image23_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image23_left","yes",72.4,39.1,"-","yes","13.3","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Paxillin.slide2_image23_left.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image25.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image25","yes",83.2,47,"-","yes","22.8","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Paxillin.slide2_image25.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image26.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image26","yes",95.2,47.3,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / inhibited TVC division","One of the ATM migrated but not completely because attached to the TVCs and still attached to the other ATM, and the 2 TVCs didn't divide in the trunk","correct","-","Paxillin.slide2_image26.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide2_image3.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image3","yes",125,39,"-","yes","44","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Paxillin.slide2_image3.2019_08_29","division perturbed",FALSE,TRUE,FALSE
"Paxillin.slide2_image7_left.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image7_left","yes",80,30.2,"-","yes","20.7","-","problem migration","inhibited TVC migration","one of the TVC didn't migrate, stayed in the tail and divided","good","-","Paxillin.slide2_image7_left.2019_08_29","migration perturbed",TRUE,FALSE,FALSE
"Paxillin.slide2_image8_right.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image8_right","yes",106,38.9,"-","yes","23.3","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide in the tail","good","-","Paxillin.slide2_image8_right.2019_08_29","migration/division perturbed",TRUE,TRUE,FALSE
"Paxillin.slide2_image9.2019_08_29","2019_08_29","Margaux Failla","Paxillin","slide2_image9","yes",100,46.4,"-","yes","20.1","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, so all cells are aligned","correct","-","Paxillin.slide2_image9.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Rab5.image1_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image1_left","yes",27.7,15,"-","yes","35.3","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Rab5.image1_left.2020_07_23","division perturbed",FALSE,TRUE,FALSE
