"","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"14498","ENSCING00000000183","ENSCINT00000000311","","",""
"14499","ENSCING00000024639","ENSCINT00000035720","","",""
"14500","ENSCING00000000185","ENSCINT00000000314","","",""
"14501","ENSCING00000011699","ENSCINT00000022494","","",""
"14502","ENSCING00000011718","ENSCINT00000022521","","",""
"14503","ENSCING00000023040","ENSCINT00000011752","","",""
"14504","ENSCING00000023854","ENSCINT00000034337","","",""
"14505","ENSCING00000007680","ENSCINT00000023364","cam-k","NP_001027631","XP_026696157"
"14506","ENSCING00000000653","ENSCINT00000001192","","","XP_002120120"
"14507","ENSCING00000021079","ENSCINT00000030909","","",""
"14508","ENSCING00000024073","ENSCINT00000033100","","",""
"14509","ENSCING00000021681","ENSCINT00000037311","","",""
"14510","ENSCING00000020925","ENSCINT00000036050","","",""
"14511","ENSCING00000022318","ENSCINT00000035628","","",""
"14512","ENSCING00000022318","ENSCINT00000030704","","",""
"14513","ENSCING00000002429","ENSCINT00000004942","","",""
"14514","ENSCING00000002439","ENSCINT00000004953","","",""
"14515","ENSCING00000022994","ENSCINT00000036486","","",""
"14516","ENSCING00000015064","ENSCINT00000005025","","","XP_026694841"
"14517","ENSCING00000002507","ENSCINT00000005102","","",""
"14518","ENSCING00000002441","ENSCINT00000005063","nachr","NP_001190978",""
"14519","ENSCING00000002513","ENSCINT00000005119","","",""
"14520","ENSCING00000025050","ENSCINT00000034918","","",""
"14521","ENSCING00000019254","ENSCINT00000034049","","",""
"14522","ENSCING00000020681","ENSCINT00000004931","","",""
"14523","ENSCING00000015057","ENSCINT00000034950","","",""
"14524","ENSCING00000015057","ENSCINT00000027190","","",""
"14525","ENSCING00000006187","ENSCINT00000012773","rs23","NP_001027679",""
"14526","ENSCING00000006189","ENSCINT00000012776","","",""
"14527","ENSCING00000004210","ENSCINT00000008699","","",""
"14528","ENSCING00000024143","ENSCINT00000031605","","","XP_002129813"
"14529","ENSCING00000015283","ENSCINT00000027436","","",""
"14530","ENSCING00000019570","ENSCINT00000036287","","",""
"14531","ENSCING00000020202","ENSCINT00000036436","","",""
"14532","ENSCING00000010091","ENSCINT00000020211","","",""
"14533","ENSCING00000023370","ENSCINT00000031800","","","XP_002128941"
"14534","ENSCING00000006229","ENSCINT00000012838","","","XP_002128959"
"14535","ENSCING00000015377","ENSCINT00000012006","","",""
"14536","ENSCING00000016567","ENSCINT00000028870","","",""
"14537","ENSCING00000016411","ENSCINT00000028693","","",""
"14538","ENSCING00000001544","ENSCINT00000003054","","",""
"14539","ENSCING00000023223","ENSCINT00000032430","","",""
"14540","ENSCING00000019933","ENSCINT00000035518","","","XP_002119380"
"14541","ENSCING00000006230","ENSCINT00000012841","","","XP_002124317"
"14542","ENSCING00000006725","ENSCINT00000021924","","",""
"14543","ENSCING00000023986","ENSCINT00000030757","","",""
"14544","ENSCING00000011310","ENSCINT00000021926","","","XP_002129249"
"14545","ENSCING00000001357","ENSCINT00000023318","","","XP_002119567"
"14546","ENSCING00000012330","ENSCINT00000023317","","",""
"14547","ENSCING00000020774","ENSCINT00000034058","","","XP_002120753"
"14548","ENSCING00000021095","ENSCINT00000033552","","",""
"14549","ENSCING00000019619","ENSCINT00000032577","","",""
"14550","ENSCING00000006233","ENSCINT00000012845","","","XP_002129217"
"14551","ENSCING00000015442","ENSCINT00000003146","","",""
"14552","ENSCING00000006235","ENSCINT00000012854","","","XP_026693006"
"14553","ENSCING00000001575","ENSCINT00000003156","","",""
"14554","ENSCING00000021107","ENSCINT00000035104","","","XP_002126352"
"14555","ENSCING00000010608","ENSCINT00000021034","","",""
"14556","ENSCING00000023762","ENSCINT00000033992","","",""
"14557","ENSCING00000000406","ENSCINT00000000739","","",""
"14558","ENSCING00000006239","ENSCINT00000012895","","","XP_002129629"
"14559","ENSCING00000006239","ENSCINT00000012895","","","XP_009860369"
"14560","ENSCING00000008156","ENSCINT00000016661","","","XP_009861700"
"14561","ENSCING00000008156","ENSCINT00000016661","","","XP_002129530"
"14562","ENSCING00000011810","ENSCINT00000022642","","","XP_002123025"
"14563","ENSCING00000006217","ENSCINT00000012836","","",""
"14564","ENSCING00000021099","ENSCINT00000033354","","",""
"14565","ENSCING00000017956","ENSCINT00000036361","","",""
"14566","ENSCING00000006207","ENSCINT00000012807","","",""
"14567","ENSCING00000020345","ENSCINT00000035310","","",""
"14568","ENSCING00000024750","ENSCINT00000031394","","","XP_002129952"
"14569","ENSCING00000004418","ENSCINT00000009127","","","XP_002129663"
"14570","ENSCING00000004420","ENSCINT00000009130","","","XP_002129884"
"14571","ENSCING00000004420","ENSCINT00000009130","","","XP_009860637"
"14572","ENSCING00000004420","ENSCINT00000009130","","","XP_009860635"
"14573","ENSCING00000024549","ENSCINT00000034107","","",""
"14574","ENSCING00000011811","ENSCINT00000009139","","","XP_002130203"
"14575","ENSCING00000004429","ENSCINT00000009147","","","XP_002130105"
"14576","ENSCING00000000220","ENSCINT00000009264","","",""
"14577","ENSCING00000020438","ENSCINT00000032468","","",""
"14578","ENSCING00000006209","ENSCINT00000012810","","","XP_002129199"
"14579","ENSCING00000006211","ENSCINT00000012817","","",""
"14580","ENSCING00000006215","ENSCINT00000021920","","",""
"14581","ENSCING00000006215","ENSCINT00000021919","","",""
"14582","ENSCING00000007241","ENSCINT00000014842","","","XP_002129560"
"14583","ENSCING00000022084","ENSCINT00000030300","","","XP_002129537"
"14584","ENSCING00000011307","ENSCINT00000021917","","",""
"14585","ENSCING00000023998","ENSCINT00000031464","","",""
"14586","ENSCING00000006204","ENSCINT00000012804","","",""
"14587","ENSCING00000018242","ENSCINT00000034012","","",""
"14588","ENSCING00000025079","ENSCINT00000035330","","",""
"14589","ENSCING00000016355","ENSCINT00000028633","","",""
"14590","ENSCING00000018080","ENSCINT00000034118","","","XP_009860373"
"14591","ENSCING00000006186","ENSCINT00000021915","","",""
"14592","ENSCING00000006188","ENSCINT00000012794","","NP_001071817",""
"14593","ENSCING00000021668","ENSCINT00000032675","","",""
"14594","ENSCING00000021186","ENSCINT00000032193","","",""
"14595","ENSCING00000006184","ENSCINT00000012768","foxk","NP_001071715",""
"14596","ENSCING00000017900","ENSCINT00000036459","","",""
"14597","ENSCING00000003610","ENSCINT00000007437","","","XP_026693001"
"14598","ENSCING00000003612","ENSCINT00000007453","","",""
"14599","ENSCING00000003627","ENSCINT00000007493","","",""
"14600","ENSCING00000003599","ENSCINT00000007417","","",""
"14601","ENSCING00000003599","ENSCINT00000007413","","",""
"14602","ENSCING00000023422","ENSCINT00000033421","","",""
"14603","ENSCING00000024723","ENSCINT00000031110","","",""
"14604","ENSCING00000018419","ENSCINT00000008768","","",""
"14605","ENSCING00000023448","ENSCINT00000007407","","",""
"14606","ENSCING00000023507","ENSCINT00000034632","","",""
"14607","ENSCING00000020992","ENSCINT00000036921","","",""
"14608","ENSCING00000011300","ENSCINT00000021910","","","XP_002121214"
"14609","ENSCING00000003556","ENSCINT00000007324","","",""
"14610","ENSCING00000022281","ENSCINT00000007369","","",""
"14611","ENSCING00000003581","ENSCINT00000007373","","",""
"14612","ENSCING00000011301","ENSCINT00000021911","","",""
"14613","ENSCING00000003569","ENSCINT00000007363","","",""
"14614","ENSCING00000003587","ENSCINT00000007398","","","XP_026692978"
"14615","ENSCING00000002027","ENSCINT00000003040","","",""
"14616","ENSCING00000010604","ENSCINT00000020673","","",""
"14617","ENSCING00000020730","ENSCINT00000033906","","",""
"14618","ENSCING00000010405","ENSCINT00000020667","","",""
"14619","ENSCING00000017908","ENSCINT00000031224","","",""
"14620","ENSCING00000023085","ENSCINT00000037047","","",""
"14621","ENSCING00000002046","ENSCINT00000004159","","",""
"14622","ENSCING00000002020","ENSCINT00000004078","","",""
"14623","ENSCING00000023694","ENSCINT00000037252","","",""
"14624","ENSCING00000011298","ENSCINT00000015550","","",""
"14625","ENSCING00000018280","ENSCINT00000036088","","",""
"14626","ENSCING00000016850","ENSCINT00000029174","","",""
"14627","ENSCING00000000814","ENSCINT00000001484","","",""
"14628","ENSCING00000007592","ENSCINT00000015561","","",""
"14629","ENSCING00000024505","ENSCINT00000034497","","",""
"14630","ENSCING00000018613","ENSCINT00000033199","","",""
"14631","ENSCING00000019992","ENSCINT00000033086","","",""
"14632","ENSCING00000021436","ENSCINT00000036924","","",""
"14633","ENSCING00000018389","ENSCINT00000032079","","",""
"14634","ENSCING00000019773","ENSCINT00000035126","","",""
"14635","ENSCING00000024924","ENSCINT00000036282","","",""
"14636","ENSCING00000011294","ENSCINT00000021905","","",""
"14637","ENSCING00000001603","ENSCINT00000003208","","",""
"14638","ENSCING00000005497","ENSCINT00000011364","","",""
"14639","ENSCING00000011292","ENSCINT00000021904","","","XP_002120773"
"14640","ENSCING00000023546","ENSCINT00000034517","","",""
"14641","ENSCING00000010660","ENSCINT00000021899","","","XP_002121437"
"14642","ENSCING00000010660","ENSCINT00000021898","","",""
"14643","ENSCING00000001600","ENSCINT00000003203","","","XP_002121811"
"14644","ENSCING00000000815","ENSCINT00000001481","","",""
"14645","ENSCING00000001572","ENSCINT00000003178","","",""
"14646","ENSCING00000001568","ENSCINT00000003123","","","XP_002123393"
"14647","ENSCING00000001564","ENSCINT00000003108","","","XP_002123597"
"14648","ENSCING00000011285","ENSCINT00000021891","","",""
"14649","ENSCING00000018688","ENSCINT00000035019","","",""
"14650","ENSCING00000011284","ENSCINT00000021888","","","XP_009860382"
"14651","ENSCING00000011284","ENSCINT00000021888","","","XP_002124603"
"14652","ENSCING00000000897","ENSCINT00000001638","","NP_001093902",""
"14653","ENSCING00000018113","ENSCINT00000033356","","",""
"14654","ENSCING00000001701","ENSCINT00000031280","","",""
"14655","ENSCING00000001701","ENSCINT00000003432","","",""
"14656","ENSCING00000001702","ENSCINT00000003434","","",""
"14657","ENSCING00000001688","ENSCINT00000003425","","","XP_002130424"
"14658","ENSCING00000024221","ENSCINT00000032933","","",""
"14659","ENSCING00000006743","ENSCINT00000013903","","","XP_026692913"
"14660","ENSCING00000006743","ENSCINT00000013903","","","XP_018670085"
"14661","ENSCING00000011275","ENSCINT00000021874","","",""
"14662","ENSCING00000011276","ENSCINT00000021875","","","XP_009860386"
"14663","ENSCING00000001672","ENSCINT00000003385","","",""
"14664","ENSCING00000001672","ENSCINT00000003367","","",""
"14665","ENSCING00000001683","ENSCINT00000003399","","",""
"14666","ENSCING00000000484","ENSCINT00000000876","","",""
"14667","ENSCING00000010446","ENSCINT00000020734","","",""
"14668","ENSCING00000024715","ENSCINT00000031720","","",""
"14669","ENSCING00000000893","ENSCINT00000001630","","",""
"14670","ENSCING00000000890","ENSCINT00000001626","","",""
"14671","ENSCING00000018773","ENSCINT00000030591","","",""
"14672","ENSCING00000000888","ENSCINT00000001621","","",""
"14673","ENSCING00000021373","ENSCINT00000034418","","",""
"14674","ENSCING00000006196","ENSCINT00000012790","","",""
"14675","ENSCING00000011274","ENSCINT00000021873","","",""
"14676","ENSCING00000024293","ENSCINT00000034910","","",""
"14677","ENSCING00000006201","ENSCINT00000012800","","",""
"14678","ENSCING00000021697","ENSCINT00000012802","","",""
"14679","ENSCING00000024084","ENSCINT00000032412","zf(cchc)-17","NP_001123330","XP_009860366"
"14680","ENSCING00000024084","ENSCINT00000032412","zf(cchc)-17","NP_001123330","XP_026692694"
"14681","ENSCING00000006216","ENSCINT00000012829","","",""
"14682","ENSCING00000019364","ENSCINT00000035009","","",""
"14683","ENSCING00000024749","ENSCINT00000034026","","",""
"14684","ENSCING00000001046","ENSCINT00000001963","","",""
"14685","ENSCING00000018278","ENSCINT00000033060","","",""
"14686","ENSCING00000013371","ENSCINT00000024826","","",""
"14687","ENSCING00000013372","ENSCINT00000024828","","","XP_018668507"
"14688","ENSCING00000013372","ENSCINT00000024828","","","XP_009859199"
"14689","ENSCING00000013372","ENSCINT00000024828","","","XP_009859200"
"14690","ENSCING00000013372","ENSCINT00000024828","","","XP_018668506"
"14691","ENSCING00000013372","ENSCINT00000024828","","","XP_009859198"
"14692","ENSCING00000018388","ENSCINT00000035830","","",""
"14693","ENSCING00000001048","ENSCINT00000001981","","",""
"14694","ENSCING00000013373","ENSCINT00000024829","","","XP_002127995"
"14695","ENSCING00000006224","ENSCINT00000012877","","","XP_002128717"
"14696","ENSCING00000024086","ENSCINT00000033070","","",""
"14697","ENSCING00000021692","ENSCINT00000032903","","",""
"14698","ENSCING00000013374","ENSCINT00000024830","","","XP_009859197"
"14699","ENSCING00000011272","ENSCINT00000021872","","",""
"14700","ENSCING00000001041","ENSCINT00000001949","","",""
"14701","ENSCING00000001044","ENSCINT00000001959","","",""
"14702","ENSCING00000013370","ENSCINT00000024825","","",""
"14703","ENSCING00000018289","ENSCINT00000031395","","",""
"14704","ENSCING00000000257","ENSCINT00000000458","","",""
"14705","ENSCING00000008348","ENSCINT00000017027","","",""
"14706","ENSCING00000024871","ENSCINT00000036424","","",""
"14707","ENSCING00000022495","ENSCINT00000036562","","","XP_009860392"
"14708","ENSCING00000023743","ENSCINT00000031561","","",""
"14709","ENSCING00000020323","ENSCINT00000035815","","","XP_002128320"
"14710","ENSCING00000008352","ENSCINT00000017036","","","XP_002131348"
"14711","ENSCING00000022800","ENSCINT00000035444","","","XP_002128427"
"14712","ENSCING00000013362","ENSCINT00000024816","","",""
"14713","ENSCING00000006264","ENSCINT00000012908","","",""
"14714","ENSCING00000024604","ENSCINT00000034140","","",""
"14715","ENSCING00000001595","ENSCINT00000003194","","",""
"14716","ENSCING00000021274","ENSCINT00000036672","","",""
"14717","ENSCING00000001597","ENSCINT00000003207","","",""
"14718","ENSCING00000023684","ENSCINT00000036801","","",""
"14719","ENSCING00000011268","ENSCINT00000021866","","",""
"14720","ENSCING00000000662","ENSCINT00000001212","","",""
"14721","ENSCING00000000680","ENSCINT00000001249","","",""
"14722","ENSCING00000000682","ENSCINT00000001251","","","XP_026692914"
"14723","ENSCING00000000682","ENSCINT00000001251","","","XP_002120703"
"14724","ENSCING00000008350","ENSCINT00000017031","","",""
"14725","ENSCING00000000686","ENSCINT00000001255","","",""
"14726","ENSCING00000020365","ENSCINT00000036091","","",""
"14727","ENSCING00000000694","ENSCINT00000001268","","","XP_002121809"
"14728","ENSCING00000000703","ENSCINT00000001280","","","XP_002121869"
"14729","ENSCING00000021106","ENSCINT00000035305","","",""
"14730","ENSCING00000024324","ENSCINT00000030420","","","XP_009860393"
"14731","ENSCING00000008349","ENSCINT00000017029","","","XP_026691184"
"14732","ENSCING00000023534","ENSCINT00000031963","","",""
"14733","ENSCING00000023095","ENSCINT00000034434","","",""
"14734","ENSCING00000000704","ENSCINT00000021856","","","XP_004226718"
"14735","ENSCING00000013361","ENSCINT00000024814","","",""
"14736","ENSCING00000018545","ENSCINT00000032312","","",""
"14737","ENSCING00000020737","ENSCINT00000035413","","",""
"14738","ENSCING00000021846","ENSCINT00000034700","","",""
"14739","ENSCING00000000705","ENSCINT00000001290","","","XP_002123407"
"14740","ENSCING00000000705","ENSCINT00000001290","","","XP_009860394"
"14741","ENSCING00000000713","ENSCINT00000001304","zf(c2h2)-75","NP_001122382",""
"14742","ENSCING00000011262","ENSCINT00000021854","","","XP_002125307"
"14743","ENSCING00000011261","ENSCINT00000021853","","",""
"14744","ENSCING00000008365","ENSCINT00000017071","","",""
"14745","ENSCING00000011260","ENSCINT00000021852","","",""
"14746","ENSCING00000013357","ENSCINT00000024806","","",""
"14747","ENSCING00000000719","ENSCINT00000001330","","","XP_002123923"
"14748","ENSCING00000000719","ENSCINT00000001330","","","XP_004226720"
"14749","ENSCING00000023739","ENSCINT00000030804","","",""
"14750","ENSCING00000018772","ENSCINT00000031362","","",""
"14751","ENSCING00000001133","ENSCINT00000002128","","",""
"14752","ENSCING00000011259","ENSCINT00000021851","","","XP_018669863"
"14753","ENSCING00000024841","ENSCINT00000036448","","",""
"14754","ENSCING00000020508","ENSCINT00000021850","","",""
"14755","ENSCING00000001130","ENSCINT00000002123","","",""
"14756","ENSCING00000013358","ENSCINT00000024809","","",""
"14757","ENSCING00000018885","ENSCINT00000032351","","",""
"14758","ENSCING00000011258","ENSCINT00000021848","","",""
"14759","ENSCING00000011257","ENSCINT00000021847","","",""
"14760","ENSCING00000001119","ENSCINT00000002104","","",""
"14761","ENSCING00000005888","ENSCINT00000012152","","",""
"14762","ENSCING00000005883","ENSCINT00000012149","","","XP_026692919"
"14763","ENSCING00000011253","ENSCINT00000021842","","",""
"14764","ENSCING00000005831","ENSCINT00000012048","","",""
"14765","ENSCING00000011251","ENSCINT00000021840","","",""
"14766","ENSCING00000008373","ENSCINT00000017105","","",""
"14767","ENSCING00000021302","ENSCINT00000036963","","",""
"14768","ENSCING00000011252","ENSCINT00000021841","","",""
"14769","ENSCING00000011252","ENSCINT00000012142","","",""
"14770","ENSCING00000025010","ENSCINT00000034147","","",""
"14771","ENSCING00000001892","ENSCINT00000003811","","","XP_002124924"
"14772","ENSCING00000022935","ENSCINT00000036641","","",""
"14773","ENSCING00000023226","ENSCINT00000037150","","",""
"14774","ENSCING00000019285","ENSCINT00000028909","","",""
"14775","ENSCING00000008369","ENSCINT00000017078","","",""
"14776","ENSCING00000005804","ENSCINT00000011996","","",""
"14777","ENSCING00000005822","ENSCINT00000012012","amt-2","NP_001027964",""
"14778","ENSCING00000011249","ENSCINT00000021839","","",""
"14779","ENSCING00000008369","ENSCINT00000024811","","","XP_002130771"
"14780","ENSCING00000013359","ENSCINT00000024812","","",""
"14781","ENSCING00000005825","ENSCINT00000012018","","","XP_026692933"
"14782","ENSCING00000005825","ENSCINT00000012018","","","XP_002126099"
"14783","ENSCING00000013360","ENSCINT00000024813","","","XP_002130908"
"14784","ENSCING00000021189","ENSCINT00000012074","","",""
"14785","ENSCING00000022387","ENSCINT00000037318","","",""
"14786","ENSCING00000022529","ENSCINT00000030673","","",""
"14787","ENSCING00000004879","ENSCINT00000010119","","",""
"14788","ENSCING00000001886","ENSCINT00000003806","","","XP_009860401"
"14789","ENSCING00000001886","ENSCINT00000003806","","","XP_002124567"
"14790","ENSCING00000004917","ENSCINT00000010152","","",""
"14791","ENSCING00000001844","ENSCINT00000003743","","",""
"14792","ENSCING00000004917","ENSCINT00000010140","","",""
"14793","ENSCING00000019464","ENSCINT00000035341","","",""
"14794","ENSCING00000018590","ENSCINT00000035110","","",""
"14795","ENSCING00000020593","ENSCINT00000033754","","",""
"14796","ENSCING00000001856","ENSCINT00000003755","prx1","NP_001027683","XP_018669748"
"14797","ENSCING00000018800","ENSCINT00000033616","","",""
"14798","ENSCING00000018486","ENSCINT00000030313","","",""
"14799","ENSCING00000017895","ENSCINT00000036272","","",""
"14800","ENSCING00000018993","ENSCINT00000032939","","",""
"14801","ENSCING00000020260","ENSCINT00000035236","","",""
"14802","ENSCING00000004939","ENSCINT00000010216","","",""
"14803","ENSCING00000019241","ENSCINT00000030565","","",""
"14804","ENSCING00000011247","ENSCINT00000021834","","","XP_002120238"
"14805","ENSCING00000001841","ENSCINT00000003710","","","XP_002121224"
"14806","ENSCING00000011248","ENSCINT00000003717","","","XP_002121375"
"14807","ENSCING00000011246","ENSCINT00000021831","","",""
"14808","ENSCING00000025073","ENSCINT00000036661","","",""
"14809","ENSCING00000001840","ENSCINT00000021833","","",""
"14810","ENSCING00000010731","ENSCINT00000021221","","",""
"14811","ENSCING00000011245","ENSCINT00000021830","","",""
"14812","ENSCING00000020621","ENSCINT00000033176","","",""
"14813","ENSCING00000020713","ENSCINT00000032687","","",""
"14814","ENSCING00000023013","ENSCINT00000011295","","",""
"14815","ENSCING00000023637","ENSCINT00000033762","","",""
"14816","ENSCING00000005469","ENSCINT00000011297","","",""
"14817","ENSCING00000001259","ENSCINT00000002443","","",""
"14818","ENSCING00000004859","ENSCINT00000024803","","",""
"14819","ENSCING00000011243","ENSCINT00000021829","","",""
"14820","ENSCING00000011242","ENSCINT00000021828","","",""
"14821","ENSCING00000013354","ENSCINT00000013140","","","XP_002129142"
"14822","ENSCING00000023958","ENSCINT00000032635","","",""
"14823","ENSCING00000004864","ENSCINT00000010047","","",""
"14824","ENSCING00000005978","ENSCINT00000012350","","",""
"14825","ENSCING00000019558","ENSCINT00000031312","","",""
"14826","ENSCING00000013355","ENSCINT00000024804","","","XP_002129446"
"14827","ENSCING00000004869","ENSCINT00000010055","","",""
"14828","ENSCING00000005977","ENSCINT00000012344","pax2/5/8-b","NP_001071959","XP_026692701"
"14829","ENSCING00000005977","ENSCINT00000012344","pax2/5/8-b","NP_001071959","XP_018669754"
"14830","ENSCING00000022938","ENSCINT00000032782","","",""
"14831","ENSCING00000005975","ENSCINT00000012341","","",""
"14832","ENSCING00000015903","ENSCINT00000028124","","",""
"14833","ENSCING00000021693","ENSCINT00000037038","","",""
"14834","ENSCING00000004871","ENSCINT00000010070","","",""
"14835","ENSCING00000004877","ENSCINT00000010079","","","XP_026691441"
"14836","ENSCING00000013356","ENSCINT00000024805","","","XP_002129843"
"14837","ENSCING00000022906","ENSCINT00000036513","","",""
"14838","ENSCING00000004853","ENSCINT00000010026","","","XP_002128460"
"14839","ENSCING00000004854","ENSCINT00000010027","","",""
"14840","ENSCING00000004856","ENSCINT00000010030","","","XP_002128592"
"14841","ENSCING00000005983","ENSCINT00000012365","","",""
"14842","ENSCING00000005983","ENSCINT00000012362","","",""
"14843","ENSCING00000004858","ENSCINT00000010033","","",""
"14844","ENSCING00000013352","ENSCINT00000024801","","",""
"14845","ENSCING00000004848","ENSCINT00000010022","","",""
"14846","ENSCING00000004849","ENSCINT00000010024","","","XP_018668418"
"14847","ENSCING00000004849","ENSCINT00000010024","","","XP_026691504"
"14848","ENSCING00000004849","ENSCINT00000010024","","","XP_018668417"
"14849","ENSCING00000000668","ENSCINT00000001226","","","XP_002127897"
"14850","ENSCING00000000684","ENSCINT00000001257","","","XP_002128139"
"14851","ENSCING00000000684","ENSCINT00000001257","","","XP_026691503"
"14852","ENSCING00000024934","ENSCINT00000032088","","","XP_002128390"
"14853","ENSCING00000013353","ENSCINT00000024802","","","XP_002128433"
"14854","ENSCING00000010459","ENSCINT00000012352","","","XP_002131120"
"14855","ENSCING00000015813","ENSCINT00000028010","","",""
"14856","ENSCING00000004826","ENSCINT00000009987","","",""
"14857","ENSCING00000023305","ENSCINT00000031735","","",""
"14858","ENSCING00000004827","ENSCINT00000009990","","",""
"14859","ENSCING00000005981","ENSCINT00000012351","","",""
"14860","ENSCING00000005981","ENSCINT00000036947","","",""
"14861","ENSCING00000004828","ENSCINT00000009991","","","XP_002127270"
"14862","ENSCING00000021741","ENSCINT00000036047","","",""
"14863","ENSCING00000004829","ENSCINT00000009998","","",""
"14864","ENSCING00000020282","ENSCINT00000031406","","",""
"14865","ENSCING00000000239","ENSCINT00000000430","","",""
"14866","ENSCING00000020536","ENSCINT00000035683","","",""
"14867","ENSCING00000004832","ENSCINT00000024798","","",""
"14868","ENSCING00000024618","ENSCINT00000031523","","",""
"14869","ENSCING00000004833","ENSCINT00000010013","","","XP_002127764"
"14870","ENSCING00000021667","ENSCINT00000037179","","",""
"14871","ENSCING00000021667","ENSCINT00000033904","","",""
"14872","ENSCING00000023065","ENSCINT00000035867","","",""
"14873","ENSCING00000017914","ENSCINT00000030955","","",""
"14874","ENSCING00000023832","ENSCINT00000031651","","",""
"14875","ENSCING00000004842","ENSCINT00000024799","","",""
"14876","ENSCING00000020270","ENSCINT00000032640","","",""
"14877","ENSCING00000020946","ENSCINT00000036584","","",""
"14878","ENSCING00000018716","ENSCINT00000037209","","",""
"14879","ENSCING00000024817","ENSCINT00000009985","","",""
"14880","ENSCING00000004814","ENSCINT00000009971","","",""
"14881","ENSCING00000004814","ENSCINT00000009964","","",""
"14882","ENSCING00000024433","ENSCINT00000033367","","",""
"14883","ENSCING00000004821","ENSCINT00000009975","","",""
"14884","ENSCING00000013350","ENSCINT00000024796","","",""
"14885","ENSCING00000024167","ENSCINT00000036715","","",""
"14886","ENSCING00000004823","ENSCINT00000009979","","",""
"14887","ENSCING00000013351","ENSCINT00000024797","","",""
"14888","ENSCING00000018120","ENSCINT00000030687","","",""
"14889","ENSCING00000004783","ENSCINT00000009901","","","XP_009859423"
"14890","ENSCING00000004801","ENSCINT00000009931","","","XP_002124580"
"14891","ENSCING00000013349","ENSCINT00000024794","","",""
"14892","ENSCING00000000550","ENSCINT00000001020","","",""
"14893","ENSCING00000018367","ENSCINT00000031374","","",""
"14894","ENSCING00000017078","ENSCINT00000029409","","",""
"14895","ENSCING00000024507","ENSCINT00000036255","","",""
"14896","ENSCING00000017992","ENSCINT00000033879","","",""
"14897","ENSCING00000021495","ENSCINT00000031597","","",""
"14898","ENSCING00000018516","ENSCINT00000031263","","","XP_002126135"
"14899","ENSCING00000021600","ENSCINT00000030995","","",""
"14900","ENSCING00000021877","ENSCINT00000035970","","",""
"14901","ENSCING00000000231","ENSCINT00000000411","","",""
"14902","ENSCING00000001739","ENSCINT00000003530","","",""
"14903","ENSCING00000023682","ENSCINT00000037134","","",""
"14904","ENSCING00000018083","ENSCINT00000034009","","",""
"14905","ENSCING00000000238","ENSCINT00000000426","","",""
"14906","ENSCING00000013347","ENSCINT00000024790","","",""
"14907","ENSCING00000000234","ENSCINT00000024792","","",""
"14908","ENSCING00000000234","ENSCINT00000000421","","",""
"14909","ENSCING00000021515","ENSCINT00000035153","","",""
"14910","ENSCING00000000770","ENSCINT00000001420","","",""
"14911","ENSCING00000000770","ENSCINT00000001425","","",""
"14912","ENSCING00000018488","ENSCINT00000034139","","",""
"14913","ENSCING00000001393","ENSCINT00000002707","","",""
"14914","ENSCING00000024058","ENSCINT00000034609","","",""
"14915","ENSCING00000001397","ENSCINT00000002724","","",""
"14916","ENSCING00000023228","ENSCINT00000031616","","",""
"14917","ENSCING00000024634","ENSCINT00000034982","","",""
"14918","ENSCING00000018698","ENSCINT00000035814","","",""
"14919","ENSCING00000002061","ENSCINT00000004196","","","XP_002127826"
"14920","ENSCING00000023829","ENSCINT00000033632","","",""
"14921","ENSCING00000021135","ENSCINT00000031092","","",""
"14922","ENSCING00000001420","ENSCINT00000002779","","","XP_002119557"
"14923","ENSCING00000002073","ENSCINT00000004243","","",""
"14924","ENSCING00000024764","ENSCINT00000033525","","",""
"14925","ENSCING00000023366","ENSCINT00000033593","","",""
"14926","ENSCING00000008172","ENSCINT00000016694","","","XP_002128269"
"14927","ENSCING00000018815","ENSCINT00000034653","","",""
"14928","ENSCING00000018815","ENSCINT00000036952","","",""
"14929","ENSCING00000018987","ENSCINT00000034334","","",""
"14930","ENSCING00000008173","ENSCINT00000016698","","",""
"14931","ENSCING00000018158","ENSCINT00000036539","","",""
"14932","ENSCING00000001417","ENSCINT00000002771","","",""
"14933","ENSCING00000001414","ENSCINT00000002766","","",""
"14934","ENSCING00000019663","ENSCINT00000031022","","",""
"14935","ENSCING00000013341","ENSCINT00000024785","","",""
"14936","ENSCING00000001717","ENSCINT00000003463","","",""
"14937","ENSCING00000019355","ENSCINT00000031705","","",""
"14938","ENSCING00000013343","ENSCINT00000024788","","","XP_002130120"
"14939","ENSCING00000013343","ENSCINT00000024788","","","XP_018668423"
"14940","ENSCING00000020398","ENSCINT00000034031","","",""
"14941","ENSCING00000001252","ENSCINT00000024783","","",""
"14942","ENSCING00000025116","ENSCINT00000033936","","",""
"14943","ENSCING00000001257","ENSCINT00000002438","","","XP_002132082"
"14944","ENSCING00000017966","ENSCINT00000036603","","",""
"14945","ENSCING00000001267","ENSCINT00000002485","","","XP_002132093"
"14946","ENSCING00000022491","ENSCINT00000036018","","","XP_002132118"
"14947","ENSCING00000013340","ENSCINT00000024784","","","XP_002132123"
"14948","ENSCING00000019591","ENSCINT00000031370","","",""
"14949","ENSCING00000019980","ENSCINT00000037153","","",""
