"","KHID","ensembl_transcript_id","KHname"
"13572","KH.L128.11","ENSCINT00000026696","DNMT3B"
"13573","KH.L128.11","ENSCINT00000003202","DNMT3B"
"13574","KH.L128.11","ENSCINT00000011820","DNMT3B"
"13575","KH.L128.12","ENSCINT00000011818","HOXC4/5"
"13576","KH.L128.2","ENSCINT00000011797","PCSK2"
"13577","KH.L128.5","ENSCINT00000026691","NIN"
"13578","KH.L128.5","ENSCINT00000011816","NIN"
"13579","KH.L129.3","ENSCINT00000024405","CC2D1B"
"13580","KH.L129.3","ENSCINT00000016728","CC2D1B"
"13581","KH.L129.3","ENSCINT00000024406","CC2D1B"
"13582","KH.L129.6","ENSCINT00000028966","TERT"
"13583","KH.L129.6","ENSCINT00000024404","TERT"
"13584","KH.L129.6","ENSCINT00000018420","TERT"
"13585","KH.L129.7","ENSCINT00000016753","SHMT1"
"13586","KH.L13.1","ENSCINT00000008178","AMACR"
"13587","KH.L13.1","ENSCINT00000008170","AMACR"
"13588","KH.L13.10","ENSCINT00000022551","KH2013:KH.L13.10_HSD3B1/2/7"
"13589","KH.L13.11","ENSCINT00000027229","GNPTAB"
"13590","KH.L13.11","ENSCINT00000027230","GNPTAB"
"13591","KH.L13.11","ENSCINT00000002100","GNPTAB"
"13592","KH.L13.11","ENSCINT00000002098","GNPTAB"
"13593","KH.L13.11","ENSCINT00000002096","GNPTAB"
"13594","KH.L13.12","ENSCINT00000006047","KH2013:KH.L13.12_EML1/2/4"
"13595","KH.L13.12","ENSCINT00000006043","KH2013:KH.L13.12_EML1/2/4"
"13596","KH.L13.12","ENSCINT00000006040","KH2013:KH.L13.12_EML1/2/4"
"13597","KH.L13.14","ENSCINT00000022554","TUFM"
"13598","KH.L13.14","ENSCINT00000005794","TUFM"
"13599","KH.L13.14","ENSCINT00000022553","TUFM"
"13600","KH.L13.15","ENSCINT00000006216","CHTF18"
"13601","KH.L13.15","ENSCINT00000022548","CHTF18"
"13602","KH.L13.15","ENSCINT00000022547","CHTF18"
"13603","KH.L13.16","ENSCINT00000005763","SOS/1/2"
"13604","KH.L13.16","ENSCINT00000005761","SOS/1/2"
"13605","KH.L13.2","ENSCINT00000011935","KH2013:KH.L13.2_HSPG2"
"13606","KH.L13.20","ENSCINT00000002139","RSPH10B/2"
"13607","KH.L13.21","ENSCINT00000002105","FEZ1/2"
"13608","KH.L13.22","ENSCINT00000005865","KH2013:KH.L13.22"
"13609","KH.L13.22","ENSCINT00000005895","KH2013:KH.L13.22"
"13610","KH.L13.22","ENSCINT00000005948","KH2013:KH.L13.22"
"13611","KH.L13.22","ENSCINT00000005884","KH2013:KH.L13.22"
"13612","KH.L13.23","ENSCINT00000022552","KH2013:KH.L13.23_HSD3B1/2/7"
"13613","KH.L13.24","ENSCINT00000002081","FOXN2/3"
"13614","KH.L13.26","ENSCINT00000005770","FBXO34/46"
"13615","KH.L13.27","ENSCINT00000022556","PDIA3"
"13616","KH.L13.27","ENSCINT00000022555","PDIA3"
"13617","KH.L13.27","ENSCINT00000005773","PDIA3"
"13618","KH.L13.28","ENSCINT00000002121","TH1L"
"13619","KH.L13.29","ENSCINT00000011920","DNAH17/9"
"13620","KH.L13.29","ENSCINT00000011911","DNAH17/9"
"13621","KH.L13.29","ENSCINT00000011857","DNAH17/9"
"13622","KH.L13.29","ENSCINT00000011931","DNAH17/9"
"13623","KH.L13.29","ENSCINT00000011841","DNAH17/9"
"13624","KH.L13.3","ENSCINT00000002086","RRBP1"
"13625","KH.L13.3","ENSCINT00000022549","RRBP1"
"13626","KH.L13.3","ENSCINT00000002088","RRBP1"
"13627","KH.L13.32","ENSCINT00000022557","NUDT14"
"13628","KH.L13.33","ENSCINT00000002125","KH2013:KH.L13.33_RBM12B"
"13629","KH.L13.36","ENSCINT00000022550","KH2013:KH.L13.36"
"13630","KH.L13.4","ENSCINT00000005788","GIT/1/2"
"13631","KH.L13.5","ENSCINT00000002133","TMEM55A"
"13632","KH.L13.6","ENSCINT00000006020","MTHFD1"
"13633","KH.L13.6","ENSCINT00000006034","MTHFD1"
"13634","KH.L13.6","ENSCINT00000006018","MTHFD1"
"13635","KH.L13.7","ENSCINT00000005779","APOA1BP"
"13636","KH.L13.9","ENSCINT00000005776","KH2013:KH.L13.9_PIF1"
"13637","KH.L130.1","ENSCINT00000013228","ITGA3/6/7"
"13638","KH.L130.1","ENSCINT00000013230","ITGA3/6/7"
"13639","KH.L130.1","ENSCINT00000013225","ITGA3/6/7"
"13640","KH.L130.10","ENSCINT00000027939","KH2013:KH.L130.10"
"13641","KH.L130.10","ENSCINT00000010560","KH2013:KH.L130.10"
"13642","KH.L130.10","ENSCINT00000027943","KH2013:KH.L130.10"
"13643","KH.L130.12","ENSCINT00000013262","KH2013:KH.L130.12_PTPRA"
"13644","KH.L130.12","ENSCINT00000013266","KH2013:KH.L130.12_PTPRA"
"13645","KH.L130.2","ENSCINT00000020995","ELMO1/2/3"
"13646","KH.L130.2","ENSCINT00000027925","ELMO1/2/3"
"13647","KH.L130.2","ENSCINT00000001093","ELMO1/2/3"
"13648","KH.L130.4","ENSCINT00000029882","KH2013:KH.L130.4_KLHL10"
"13649","KH.L130.4","ENSCINT00000029881","KH2013:KH.L130.4_KLHL10"
"13650","KH.L130.4","ENSCINT00000027639","KH2013:KH.L130.4_KLHL10"
"13651","KH.L130.4","ENSCINT00000027635","KH2013:KH.L130.4_KLHL10"
"13652","KH.L130.5","ENSCINT00000013201","HDDC2"
"13653","KH.L130.6","ENSCINT00000013234","HEY1/2"
"13654","KH.L130.7","ENSCINT00000027709","MFSD11"
"13655","KH.L130.7","ENSCINT00000013214","MFSD11"
"13656","KH.L130.7","ENSCINT00000013217","MFSD11"
"13657","KH.L130.9","ENSCINT00000027933","KH2013:KH.L130.9_PRC1"
"13658","KH.L131.1","ENSCINT00000006492","TMEM42"
"13659","KH.L131.10","ENSCINT00000006447","KH2013:KH.L131.10_MFSD6"
"13660","KH.L131.12","ENSCINT00000006517","KAT7"
"13661","KH.L131.13","ENSCINT00000006343","TEKT3"
"13662","KH.L131.14","ENSCINT00000009768","KH2013:KH.L131.14"
"13663","KH.L131.16","ENSCINT00000020868","KH2013:KH.L131.16_MATN2/4"
"13664","KH.L131.17","ENSCINT00000009771","KH2013:KH.L131.17_CUZD1"
"13665","KH.L131.2","ENSCINT00000006299","TOP1"
"13666","KH.L131.2","ENSCINT00000006314","TOP1"
"13667","KH.L131.2","ENSCINT00000028519","TOP1"
"13668","KH.L131.3","ENSCINT00000006374","RP11-178D12.1"
"13669","KH.L131.4","ENSCINT00000006394","GALNT1/10/13"
"13670","KH.L131.4","ENSCINT00000006359","GALNT1/10/13"
"13671","KH.L131.5","ENSCINT00000005169","RPS6KB1/2"
"13672","KH.L131.6","ENSCINT00000006458","PCYT2"
"13673","KH.L131.6","ENSCINT00000006456","PCYT2"
"13674","KH.L131.6","ENSCINT00000006470","PCYT2"
"13675","KH.L131.6","ENSCINT00000006444","PCYT2"
"13676","KH.L131.9","ENSCINT00000009874","DNAH5/8"
"13677","KH.L131.9","ENSCINT00000009932","DNAH5/8"
"13678","KH.L131.9","ENSCINT00000009760","DNAH5/8"
"13679","KH.L131.9","ENSCINT00000009914","DNAH5/8"
"13680","KH.L131.9","ENSCINT00000009775","DNAH5/8"
"13681","KH.L131.9","ENSCINT00000009745","DNAH5/8"
"13682","KH.L131.9","ENSCINT00000009763","DNAH5/8"
"13683","KH.L132.1","ENSCINT00000001988","KH2013:KH.L132.1_BATH-1/10/13/15/2/20/24/27/29/3/31/33/35/36/38/39/4/5/7/9"
"13684","KH.L132.1","ENSCINT00000001982","KH2013:KH.L132.1_BATH-1/10/13/15/2/20/24/27/29/3/31/33/35/36/38/39/4/5/7/9"
"13685","KH.L132.1","ENSCINT00000023345","KH2013:KH.L132.1_BATH-1/10/13/15/2/20/24/27/29/3/31/33/35/36/38/39/4/5/7/9"
"13686","KH.L132.11","ENSCINT00000023343","KH2013:KH.L132.11"
"13687","KH.L132.11","ENSCINT00000023341","KH2013:KH.L132.11"
"13688","KH.L132.11","ENSCINT00000001922","KH2013:KH.L132.11"
"13689","KH.L132.11","ENSCINT00000023342","KH2013:KH.L132.11"
"13690","KH.L132.12","ENSCINT00000000762","PAN2"
"13691","KH.L132.12","ENSCINT00000023334","PAN2"
"13692","KH.L132.12","ENSCINT00000000765","PAN2"
"13693","KH.L132.14","ENSCINT00000028256","KH2013:KH.L132.14"
"13694","KH.L132.15","ENSCINT00000001914","SLC24A3/4/5"
"13695","KH.L132.15","ENSCINT00000001912","SLC24A3/4/5"
"13696","KH.L132.15","ENSCINT00000001908","SLC24A3/4/5"
"13697","KH.L132.15","ENSCINT00000023340","SLC24A3/4/5"
"13698","KH.L132.16","ENSCINT00000001953","KH2013:KH.L132.16_MATN2/4"
"13699","KH.L132.16","ENSCINT00000001960","KH2013:KH.L132.16_MATN2/4"
"13700","KH.L132.16","ENSCINT00000001942","KH2013:KH.L132.16_MATN2/4"
"13701","KH.L132.16","ENSCINT00000001947","KH2013:KH.L132.16_MATN2/4"
"13702","KH.L132.16","ENSCINT00000001964","KH2013:KH.L132.16_MATN2/4"
"13703","KH.L132.17","ENSCINT00000001927","HOXB2/3"
"13704","KH.L132.18","ENSCINT00000023335","CCDC99"
"13705","KH.L132.18","ENSCINT00000000791","CCDC99"
"13706","KH.L132.18","ENSCINT00000000783","CCDC99"
"13707","KH.L132.19","ENSCINT00000029302","KH2013:KH.L132.19_KLHL12/2"
"13708","KH.L132.19","ENSCINT00000029674","KH2013:KH.L132.19_KLHL12/2"
"13709","KH.L132.19","ENSCINT00000029303","KH2013:KH.L132.19_KLHL12/2"
"13710","KH.L132.19","ENSCINT00000001995","KH2013:KH.L132.19_KLHL12/2"
"13711","KH.L132.4","ENSCINT00000029286","KH2013:KH.L132.4"
"13712","KH.L132.5","ENSCINT00000023332","CDV3"
"13713","KH.L132.6","ENSCINT00000000795","T06A4.1/3"
"13714","KH.L132.6","ENSCINT00000023336","T06A4.1/3"
"13715","KH.L132.7","ENSCINT00000000023","NDUFS6"
"13716","KH.L132.7","ENSCINT00000027710","NDUFS6"
"13717","KH.L132.8","ENSCINT00000023339","ATG16L1/2"
"13718","KH.L132.8","ENSCINT00000023338","ATG16L1/2"
"13719","KH.L132.8","ENSCINT00000023337","ATG16L1/2"
"13720","KH.L132.8","ENSCINT00000029285","ATG16L1/2"
"13721","KH.L132.9","ENSCINT00000001685","NEMF"
"13722","KH.L132.9","ENSCINT00000001703","NEMF"
"13723","KH.L132.9","ENSCINT00000001692","NEMF"
"13724","KH.L132.9","ENSCINT00000001699","NEMF"
"13725","KH.L133.1","ENSCINT00000012930","ING4/5"
"13726","KH.L133.1","ENSCINT00000020230","ING4/5"
"13727","KH.L133.1","ENSCINT00000012932","ING4/5"
"13728","KH.L133.1","ENSCINT00000028144","ING4/5"
"13729","KH.L133.1","ENSCINT00000027480","ING4/5"
"13730","KH.L133.11","ENSCINT00000012951","C7ORF42"
"13731","KH.L133.2","ENSCINT00000028746","KH2013:KH.L133.2_PTH2R"
"13732","KH.L133.2","ENSCINT00000005446","KH2013:KH.L133.2_PTH2R"
"13733","KH.L133.2","ENSCINT00000012960","KH2013:KH.L133.2_PTH2R"
"13734","KH.L133.3","ENSCINT00000012947","KH2013:KH.L133.3"
"13735","KH.L133.4","ENSCINT00000028738","KH2013:KH.L133.4"
"13736","KH.L133.5","ENSCINT00000028741","UBAC1"
"13737","KH.L133.6","ENSCINT00000028663","ROS1"
"13738","KH.L133.6","ENSCINT00000012920","ROS1"
"13739","KH.L133.6","ENSCINT00000003413","ROS1"
"13740","KH.L133.6","ENSCINT00000012917","ROS1"
"13741","KH.L133.6","ENSCINT00000027801","ROS1"
"13742","KH.L133.7","ENSCINT00000028731","MAP7D1/2"
"13743","KH.L133.7","ENSCINT00000012939","MAP7D1/2"
"13744","KH.L133.7","ENSCINT00000012938","MAP7D1/2"
"13745","KH.L133.8","ENSCINT00000012987","RCBTB1/2"
"13746","KH.L133.8","ENSCINT00000028786","RCBTB1/2"
"13747","KH.L133.9","ENSCINT00000013007","RPS8"
"13748","KH.L134.1","ENSCINT00000027694","KH2013:KH.L134.1_PEF1"
"13749","KH.L134.1","ENSCINT00000027972","KH2013:KH.L134.1_PEF1"
"13750","KH.L134.1","ENSCINT00000027970","KH2013:KH.L134.1_PEF1"
"13751","KH.L134.1","ENSCINT00000027971","KH2013:KH.L134.1_PEF1"
"13752","KH.L134.1","ENSCINT00000027696","KH2013:KH.L134.1_PEF1"
"13753","KH.L134.1","ENSCINT00000027695","KH2013:KH.L134.1_PEF1"
"13754","KH.L134.11","ENSCINT00000017633","KH2013:KH.L134.11_MUP1/3"
"13755","KH.L134.11","ENSCINT00000017630","KH2013:KH.L134.11_MUP1/3"
"13756","KH.L134.13","ENSCINT00000017617","KH2013:KH.L134.13_PHO87/90/91"
"13757","KH.L134.13","ENSCINT00000017619","KH2013:KH.L134.13_PHO87/90/91"
"13758","KH.L134.13","ENSCINT00000017609","KH2013:KH.L134.13_PHO87/90/91"
"13759","KH.L134.14","ENSCINT00000007655","KH2013:KH.L134.14"
"13760","KH.L134.15","ENSCINT00000028019","KH2013:KH.L134.15_UNC93A"
"13761","KH.L134.15","ENSCINT00000028018","KH2013:KH.L134.15_UNC93A"
"13762","KH.L134.18","ENSCINT00000027976","PARP10/14"
"13763","KH.L134.2","ENSCINT00000028132","PAF1"
"13764","KH.L134.2","ENSCINT00000028133","PAF1"
"13765","KH.L134.2","ENSCINT00000018300","PAF1"
"13766","KH.L134.2","ENSCINT00000028131","PAF1"
"13767","KH.L134.20","ENSCINT00000017637","IPO4"
"13768","KH.L134.20","ENSCINT00000027869","IPO4"
"13769","KH.L134.20","ENSCINT00000017638","IPO4"
"13770","KH.L134.22","ENSCINT00000013399","PIP4K2B"
"13771","KH.L134.22","ENSCINT00000013393","PIP4K2B"
"13772","KH.L134.22","ENSCINT00000013390","PIP4K2B"
"13773","KH.L134.23","ENSCINT00000005082","KH2013:KH.L134.23_IL17A/F1/3"
"13774","KH.L134.24","ENSCINT00000028017","WNK4"
"13775","KH.L134.26","ENSCINT00000027974","KH2013:KH.L134.26_BC006779"
"13776","KH.L134.28","ENSCINT00000029009","KH2013:KH.L134.28"
"13777","KH.L134.3","ENSCINT00000028023","KH2013:KH.L134.3"
"13778","KH.L134.3","ENSCINT00000028022","KH2013:KH.L134.3"
"13779","KH.L134.30","ENSCINT00000017624","KH2013:KH.L134.30_GST-1/10/25/41"
"13780","KH.L134.30","ENSCINT00000027990","KH2013:KH.L134.30_GST-1/10/25/41"
"13781","KH.L134.30","ENSCINT00000028015","KH2013:KH.L134.30_GST-1/10/25/41"
"13782","KH.L134.30","ENSCINT00000027989","KH2013:KH.L134.30_GST-1/10/25/41"
"13783","KH.L134.30","ENSCINT00000017623","KH2013:KH.L134.30_GST-1/10/25/41"
"13784","KH.L134.30","ENSCINT00000028016","KH2013:KH.L134.30_GST-1/10/25/41"
"13785","KH.L134.31","ENSCINT00000028909","KH2013:KH.L134.31_SLC2A9"
"13786","KH.L134.31","ENSCINT00000027816","KH2013:KH.L134.31_SLC2A9"
"13787","KH.L134.31","ENSCINT00000028908","KH2013:KH.L134.31_SLC2A9"
"13788","KH.L134.31","ENSCINT00000028907","KH2013:KH.L134.31_SLC2A9"
"13789","KH.L134.31","ENSCINT00000027814","KH2013:KH.L134.31_SLC2A9"
"13790","KH.L134.4","ENSCINT00000017627","DCI1"
"13791","KH.L134.4","ENSCINT00000020752","DCI1"
"13792","KH.L134.5","ENSCINT00000028134","POR"
"13793","KH.L134.5","ENSCINT00000017605","POR"
"13794","KH.L134.5","ENSCINT00000017596","POR"
"13795","KH.L134.5","ENSCINT00000017595","POR"
"13796","KH.L134.6","ENSCINT00000027995","KH2013:KH.L134.6_GST-1/10/25/41"
"13797","KH.L134.7","ENSCINT00000017636","KH2013:KH.L134.7"
"13798","KH.L134.7","ENSCINT00000027876","KH2013:KH.L134.7"
"13799","KH.L134.8","ENSCINT00000027978","KH2013:KH.L134.8"
"13800","KH.L134.8","ENSCINT00000017625","KH2013:KH.L134.8"
"13801","KH.L134.8","ENSCINT00000017626","KH2013:KH.L134.8"
"13802","KH.L134.9","ENSCINT00000016680","SI:CH211-183D5.1"
"13803","KH.L135.1","ENSCINT00000002759","UNC79"
"13804","KH.L135.2","ENSCINT00000029153","DDX4"
"13805","KH.L135.2","ENSCINT00000029152","DDX4"
"13806","KH.L135.2","ENSCINT00000002778","DDX4"
"13807","KH.L135.3","ENSCINT00000002783","NOXRED1"
"13808","KH.L136.3","ENSCINT00000000356","KH2013:KH.L136.3"
"13809","KH.L136.4","ENSCINT00000028877","KH2013:KH.L136.4"
"13810","KH.L136.4","ENSCINT00000028873","KH2013:KH.L136.4"
"13811","KH.L136.4","ENSCINT00000028875","KH2013:KH.L136.4"
"13812","KH.L137.1","ENSCINT00000001377","MTFMT"
"13813","KH.L137.2","ENSCINT00000020480","RNF145"
"13814","KH.L137.2","ENSCINT00000023301","RNF145"
"13815","KH.L137.3","ENSCINT00000001368","ATAD1"
"13816","KH.L137.7","ENSCINT00000023302","KH2013:KH.L137.7_B4GALT7"
"13817","KH.L138.1","ENSCINT00000000483","PLCB4"
"13818","KH.L138.1","ENSCINT00000027698","PLCB4"
"13819","KH.L138.1","ENSCINT00000000482","PLCB4"
"13820","KH.L138.1","ENSCINT00000000475","PLCB4"
"13821","KH.L138.2","ENSCINT00000000491","USP53"
"13822","KH.L139.1","ENSCINT00000015762","KH2013:KH.L139.1_DP"
"13823","KH.L139.10","ENSCINT00000015885","SLC25A44"
"13824","KH.L139.10","ENSCINT00000023358","SLC25A44"
"13825","KH.L139.10","ENSCINT00000029594","SLC25A44"
"13826","KH.L139.12","ENSCINT00000000451","ZAP70"
"13827","KH.L139.12","ENSCINT00000029849","ZAP70"
"13828","KH.L139.12","ENSCINT00000000454","ZAP70"
"13829","KH.L139.12","ENSCINT00000000449","ZAP70"
"13830","KH.L139.13","ENSCINT00000015872","DCAF7"
"13831","KH.L139.13","ENSCINT00000023360","DCAF7"
"13832","KH.L139.14","ENSCINT00000015868","KH2013:KH.L139.14_EEF1A1/2"
"13833","KH.L139.15","ENSCINT00000015795","KH2013:KH.L139.15_B0393.5"
"13834","KH.L139.15","ENSCINT00000015800","KH2013:KH.L139.15_B0393.5"
"13835","KH.L139.17","ENSCINT00000015869","CCNB3"
"13836","KH.L139.18","ENSCINT00000015879","ACN-1"
"13837","KH.L139.18","ENSCINT00000023359","ACN-1"
"13838","KH.L139.23","ENSCINT00000028201","KH2013:KH.L139.23"
"13839","KH.L139.24","ENSCINT00000023363","GPR22"
"13840","KH.L139.26","ENSCINT00000015793","KH2013:KH.L139.26_B0393.5"
"13841","KH.L139.26","ENSCINT00000015766","KH2013:KH.L139.26_B0393.5"
"13842","KH.L139.26","ENSCINT00000015773","KH2013:KH.L139.26_B0393.5"
"13843","KH.L139.26","ENSCINT00000015784","KH2013:KH.L139.26_B0393.5"
"13844","KH.L139.26","ENSCINT00000015798","KH2013:KH.L139.26_B0393.5"
"13845","KH.L139.26","ENSCINT00000015769","KH2013:KH.L139.26_B0393.5"
"13846","KH.L139.3","ENSCINT00000011408","RXFP2"
"13847","KH.L139.4","ENSCINT00000023362","KH2013:KH.L139.4"
"13848","KH.L139.5","ENSCINT00000015755","COG5"
"13849","KH.L139.5","ENSCINT00000015754","COG5"
"13850","KH.L139.5","ENSCINT00000015750","COG5"
"13851","KH.L139.8","ENSCINT00000011405","KH2013:KH.L139.8"
"13852","KH.L139.9","ENSCINT00000015867","KH2013:KH.L139.9_EEF-1A.1/2"
"13853","KH.L139.9","ENSCINT00000015866","KH2013:KH.L139.9_EEF-1A.1/2"
"13854","KH.L139.9","ENSCINT00000010551","KH2013:KH.L139.9_EEF-1A.1/2"
"13855","KH.L14.1","ENSCINT00000028026","MYLIP"
"13856","KH.L14.1","ENSCINT00000022646","MYLIP"
"13857","KH.L14.1","ENSCINT00000009279","MYLIP"
"13858","KH.L14.1","ENSCINT00000028025","MYLIP"
"13859","KH.L14.2","ENSCINT00000022647","F27E11.1/2"
"13860","KH.L14.2","ENSCINT00000021496","F27E11.1/2"
"13861","KH.L14.2","ENSCINT00000009281","F27E11.1/2"
"13862","KH.L14.3","ENSCINT00000028033","KH2013:KH.L14.3"
"13863","KH.L140.1","ENSCINT00000001674","KH2013:KH.L140.1"
"13864","KH.L140.10","ENSCINT00000001671","KH2013:KH.L140.10"
"13865","KH.L140.2","ENSCINT00000025520","KAZN"
"13866","KH.L140.2","ENSCINT00000025519","KAZN"
"13867","KH.L140.2","ENSCINT00000025521","KAZN"
"13868","KH.L140.3","ENSCINT00000025529","IRA2"
"13869","KH.L140.4","ENSCINT00000013857","HAL"
"13870","KH.L140.4","ENSCINT00000013861","HAL"
"13871","KH.L140.4","ENSCINT00000013867","HAL"
"13872","KH.L140.4","ENSCINT00000013894","HAL"
"13873","KH.L140.6","ENSCINT00000021061","KH2013:KH.L140.6_FLVCR1/2"
"13874","KH.L140.6","ENSCINT00000028301","KH2013:KH.L140.6_FLVCR1/2"
"13875","KH.L140.6","ENSCINT00000025522","KH2013:KH.L140.6_FLVCR1/2"
"13876","KH.L140.6","ENSCINT00000013904","KH2013:KH.L140.6_FLVCR1/2"
"13877","KH.L140.7","ENSCINT00000013906","C6ORF165"
"13878","KH.L140.7","ENSCINT00000013704","C6ORF165"
"13879","KH.L140.7","ENSCINT00000013913","C6ORF165"
"13880","KH.L140.7","ENSCINT00000013916","C6ORF165"
"13881","KH.L140.8","ENSCINT00000029209","C3ORF25"
"13882","KH.L140.9","ENSCINT00000013823","C20ORF85"
"13883","KH.L141.10","ENSCINT00000002083","KH2013:KH.L141.10"
"13884","KH.L141.10","ENSCINT00000002080","KH2013:KH.L141.10"
"13885","KH.L141.10","ENSCINT00000028494","KH2013:KH.L141.10"
"13886","KH.L141.11","ENSCINT00000028420","KH2013:KH.L141.11_DUOXA1/2"
"13887","KH.L141.12","ENSCINT00000028304","KH2013:KH.L141.12"
"13888","KH.L141.13","ENSCINT00000002063","NPR-16"
"13889","KH.L141.13","ENSCINT00000029200","NPR-16"
"13890","KH.L141.13","ENSCINT00000002055","NPR-16"
"13891","KH.L141.13","ENSCINT00000028489","NPR-16"
"13892","KH.L141.14","ENSCINT00000028325","PAQR7/8"
"13893","KH.L141.19","ENSCINT00000028540","TUBE1"
"13894","KH.L141.19","ENSCINT00000002530","TUBE1"
"13895","KH.L141.19","ENSCINT00000000580","TUBE1"
"13896","KH.L141.2","ENSCINT00000028444","KH2013:KH.L141.2_ELO-3/4/9"
"13897","KH.L141.2","ENSCINT00000028445","KH2013:KH.L141.2_ELO-3/4/9"
"13898","KH.L141.2","ENSCINT00000000287","KH2013:KH.L141.2_ELO-3/4/9"
"13899","KH.L141.22","ENSCINT00000000147","AOAH"
"13900","KH.L141.23","ENSCINT00000001343","KH2013:KH.L141.23"
"13901","KH.L141.24","ENSCINT00000020923","KH2013:KH.L141.24"
"13902","KH.L141.25","ENSCINT00000019646","ZSCAN29"
"13903","KH.L141.27","ENSCINT00000021220","KH2013:KH.L141.27_TM6SF1/2"
"13904","KH.L141.27","ENSCINT00000028219","KH2013:KH.L141.27_TM6SF1/2"
"13905","KH.L141.28","ENSCINT00000027723","PDAP1"
"13906","KH.L141.30","ENSCINT00000027766","NKAPL"
"13907","KH.L141.30","ENSCINT00000002026","NKAPL"
"13908","KH.L141.31","ENSCINT00000000145","GULP1"
"13909","KH.L141.31","ENSCINT00000000146","GULP1"
"13910","KH.L141.32","ENSCINT00000002024","ADRA1B"
"13911","KH.L141.35","ENSCINT00000003183","PLCXD2/3"
"13912","KH.L141.36","ENSCINT00000028490","KH2013:KH.L141.36_SELP"
"13913","KH.L141.37","ENSCINT00000019640","DVL1/2/3"
"13914","KH.L141.37","ENSCINT00000028352","DVL1/2/3"
"13915","KH.L141.37","ENSCINT00000028351","DVL1/2/3"
"13916","KH.L141.38","ENSCINT00000019641","NUP35"
"13917","KH.L141.39","ENSCINT00000000345","TGFBR2"
"13918","KH.L141.40","ENSCINT00000019644","AGMO"
"13919","KH.L141.41","ENSCINT00000019642","CTDSPL2"
"13920","KH.L141.41","ENSCINT00000029441","CTDSPL2"
"13921","KH.L141.43","ENSCINT00000000346","SLC35G2/6"
"13922","KH.L141.44","ENSCINT00000028353","2310022B05RIK"
"13923","KH.L141.45","ENSCINT00000027765","CDH-4"
"13924","KH.L141.45","ENSCINT00000021342","CDH-4"
"13925","KH.L141.45","ENSCINT00000028451","CDH-4"
"13926","KH.L141.46","ENSCINT00000028308","SI:CH73-222H13.1"
"13927","KH.L141.46","ENSCINT00000028309","SI:CH73-222H13.1"
"13928","KH.L141.46","ENSCINT00000028307","SI:CH73-222H13.1"
"13929","KH.L141.47","ENSCINT00000028222","KH2013:KH.L141.47"
"13930","KH.L141.49","ENSCINT00000002562","KH2013:KH.L141.49"
"13931","KH.L141.5","ENSCINT00000028051","PDSS1"
"13932","KH.L141.5","ENSCINT00000002476","PDSS1"
"13933","KH.L141.52","ENSCINT00000028481","UBE2V1/2"
"13934","KH.L141.52","ENSCINT00000002047","UBE2V1/2"
"13935","KH.L141.52","ENSCINT00000002039","UBE2V1/2"
"13936","KH.L141.53","ENSCINT00000019649","SSA1/2/3/4"
"13937","KH.L141.53","ENSCINT00000019656","SSA1/2/3/4"
"13938","KH.L141.53","ENSCINT00000019652","SSA1/2/3/4"
"13939","KH.L141.53","ENSCINT00000019647","SSA1/2/3/4"
"13940","KH.L141.55","ENSCINT00000028273","KH2013:KH.L141.55_ACE"
"13941","KH.L141.55","ENSCINT00000028274","KH2013:KH.L141.55_ACE"
"13942","KH.L141.55","ENSCINT00000019645","KH2013:KH.L141.55_ACE"
"13943","KH.L141.56","ENSCINT00000028001","CDC40"
"13944","KH.L141.56","ENSCINT00000028005","CDC40"
"13945","KH.L141.56","ENSCINT00000019657","CDC40"
"13946","KH.L141.56","ENSCINT00000028000","CDC40"
"13947","KH.L141.57","ENSCINT00000028310","KH2013:KH.L141.57"
"13948","KH.L141.58","ENSCINT00000003306","XPA"
"13949","KH.L141.6","ENSCINT00000029583","CMIP"
"13950","KH.L141.6","ENSCINT00000000157","CMIP"
"13951","KH.L141.60","ENSCINT00000029656","TAX1BP1"
"13952","KH.L141.60","ENSCINT00000028551","TAX1BP1"
"13953","KH.L141.60","ENSCINT00000002495","TAX1BP1"
"13954","KH.L141.63","ENSCINT00000000151","KH2013:KH.L141.63_SI:DKEY-205H13.2"
"13955","KH.L141.65","ENSCINT00000028006","KH2013:KH.L141.65"
"13956","KH.L141.66","ENSCINT00000002554","LCMT1"
"13957","KH.L141.66","ENSCINT00000028517","LCMT1"
"13958","KH.L141.68","ENSCINT00000027900","KH2013:KH.L141.68"
"13959","KH.L141.68","ENSCINT00000019643","KH2013:KH.L141.68"
"13960","KH.L141.69","ENSCINT00000001211","FUT-4/6"
"13961","KH.L141.69","ENSCINT00000028288","FUT-4/6"
"13962","KH.L141.7","ENSCINT00000002920","KH2013:KH.L141.7"
"13963","KH.L141.70","ENSCINT00000028526","KATNB1"
"13964","KH.L141.70","ENSCINT00000028524","KATNB1"
"13965","KH.L141.70","ENSCINT00000028523","KATNB1"
"13966","KH.L141.71","ENSCINT00000002545","KH2013:KH.L141.71_MFI2"
"13967","KH.L141.72","ENSCINT00000028050","KH2013:KH.L141.72"
"13968","KH.L141.73","ENSCINT00000028278","KH2013:KH.L141.73"
"13969","KH.L141.73","ENSCINT00000027581","KH2013:KH.L141.73"
"13970","KH.L141.74","ENSCINT00000003317","MED17"
"13971","KH.L141.8","ENSCINT00000028418","ATP1B1/2/3/4"
