"","ensembl_transcript_id","KHID","KHname","ensembl_gene_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"9647","ENSCINT00000026422","KH.C14.593","CHRAC1","ENSCING00000014477","","",""
"9648","ENSCINT00000026423","KH.C13.37","CD27/40","ENSCING00000014478","","",""
"9649","ENSCINT00000026425","KH.C13.14","KH2013:KH.C13.14_ANXA7","ENSCING00000014480","","","XP_002125913"
"9650","ENSCINT00000026426","KH.C13.120","ATP6V1G1/2/3","ENSCING00000014481","","","XP_002126765"
"9651","ENSCINT00000026428","KH.C14.142","E2F7/8","ENSCING00000014484","","",""
"9652","ENSCINT00000026432","KH.C13.143","ZMYND19","ENSCING00000014488","","",""
"9653","ENSCINT00000026433","KH.C13.82","C9ORF43","ENSCING00000014489","","",""
"9654","ENSCINT00000026434","KH.C14.581","PLK4","ENSCING00000002263","","",""
"9655","ENSCINT00000026439","KH.C13.117","KRIT1","ENSCING00000014494","","",""
"9656","ENSCINT00000026440","KH.C14.266","KH2013:KH.C14.266","ENSCING00000014495","","",""
"9657","ENSCINT00000026441","KH.C14.551","NCOA1","ENSCING00000014496","","",""
"9658","ENSCINT00000026443","KH.C13.110","KLF6/7","ENSCING00000001563","","",""
"9659","ENSCINT00000026444","KH.C13.4","DALRD3","ENSCING00000014497","","",""
"9660","ENSCINT00000026447","KH.C14.400","PLD/1/2","ENSCING00000002858","","",""
"9661","ENSCINT00000026453","KH.L15.4","KH2013:KH.L15.4_MS4A12","ENSCING00000014505","","","XP_002120745"
"9662","ENSCINT00000026456","KH.C14.229","CCDC158","ENSCING00000010545","","",""
"9663","ENSCINT00000026457","KH.C14.185","KH2013:KH.C14.185_KLHL12/2","ENSCING00000014508","","",""
"9664","ENSCINT00000026459","KH.C14.586","KH2013:KH.C14.586_MET31/32","ENSCING00000000529","zf(btb/c2h2)","NP_001071854","XP_026693230"
"9665","ENSCINT00000026460","KH.L102.7","KCNS1/2/3","ENSCING00000020243","","",""
"9666","ENSCINT00000026461","KH.L102.6","MRPS18B","ENSCING00000014510","","","XP_026693609"
"9667","ENSCINT00000026461","KH.L102.6","MRPS18B","ENSCING00000014510","","","XP_002129978"
"9668","ENSCINT00000026462","KH.C14.380","KH2013:KH.C14.380","ENSCING00000014511","","","XP_002130097"
"9669","ENSCINT00000026463","KH.C14.128","KH2013:KH.C14.128","ENSCING00000014512","","","XP_018670364"
"9670","ENSCINT00000026464","KH.L102.8","TBC1D13","ENSCING00000009081","","",""
"9671","ENSCINT00000026466","KH.L102.1","KH2013:KH.L102.1_SH3BP5L","ENSCING00000014513","","",""
"9672","ENSCINT00000026470","KH.C14.579","FAM149A","ENSCING00000005812","","",""
"9673","ENSCINT00000026473","KH.C14.132","CHTOP","ENSCING00000014517","","",""
"9674","ENSCINT00000026475","KH.S215.24","KH2013:KH.S215.24_CCDC18","ENSCING00000014519","","",""
"9675","ENSCINT00000026477","KH.S2317.1","PPP1R11","ENSCING00000024156","","","XP_002130057"
"9676","ENSCINT00000026481","KH.C14.186","COPZ1/2","ENSCING00000014527","","",""
"9677","ENSCINT00000026482","KH.C14.302","KH2013:KH.C14.302_Y19D10A.12","ENSCING00000014528","","",""
"9678","ENSCINT00000026484","KH.C14.529","GTF3C3","ENSCING00000005756","","",""
"9679","ENSCINT00000026487","KH.C13.195","UCK1/2","ENSCING00000022120","","",""
"9680","ENSCINT00000026490","KH.C13.129","KH2013:KH.C13.129_CSMD3","ENSCING00000014532","","",""
"9681","ENSCINT00000026494","KH.C13.17","KH2013:KH.C13.17","ENSCING00000014536","","",""
"9682","ENSCINT00000026500","KH.C14.249","KH2013:KH.C14.249_F23B12.4","ENSCING00000014541","","",""
"9683","ENSCINT00000026506","KH.C14.538","SUZ12","ENSCING00000014546","","",""
"9684","ENSCINT00000026507","KH.C14.538","SUZ12","ENSCING00000014546","","",""
"9685","ENSCINT00000026508","KH.C14.56","KH2013:KH.C14.56_HMCN1","ENSCING00000009309","","",""
"9686","ENSCINT00000026509","KH.C14.567","KH2013:KH.C14.567_HMCN1","ENSCING00000014547","","",""
"9687","ENSCINT00000026510","KH.C14.505","KH2013:KH.C14.505_THBS1","ENSCING00000014548","","",""
"9688","ENSCINT00000026512","KH.C14.366","KH2013:KH.C14.366_Y38C1AB.1/5","ENSCING00000014552","","","XP_018670409"
"9689","ENSCINT00000026513","KH.C13.190","MUC2","ENSCING00000014553","","",""
"9690","ENSCINT00000026515","KH.C13.75","SER-7","ENSCING00000014555","","",""
"9691","ENSCINT00000026517","KH.C13.135","MTF2","ENSCING00000014557","","",""
"9692","ENSCINT00000026518","KH.C14.379","KH2013:KH.C14.379_ODC1","ENSCING00000024559","","",""
"9693","ENSCINT00000026519","KH.C14.197","KH2013:KH.C14.197_ODC1","ENSCING00000004250","","","XP_002123875"
"9694","ENSCINT00000026519","KH.C14.197","KH2013:KH.C14.197_ODC1","ENSCING00000004250","","","XP_026693456"
"9695","ENSCINT00000026523","KH.C14.95","KH2013:KH.C14.95_RASL11B","ENSCING00000014562","","",""
"9696","ENSCINT00000026526","KH.C14.352","B0511.11","ENSCING00000014565","","",""
"9697","ENSCINT00000026527","KH.C14.352","B0511.11","ENSCING00000014566","","",""
"9698","ENSCINT00000026528","KH.C14.187","KH2013:KH.C14.187_CLEC-190","ENSCING00000014567","","",""
"9699","ENSCINT00000026529","KH.C14.611","INCENP","ENSCING00000014568","","",""
"9700","ENSCINT00000026531","KH.C14.611","INCENP","ENSCING00000014569","","",""
"9701","ENSCINT00000026532","KH.C14.611","INCENP","ENSCING00000014570","","",""
"9702","ENSCINT00000026533","KH.C14.463","KH2013:KH.C14.463_WBSCR27","ENSCING00000014571","","",""
"9703","ENSCINT00000026536","KH.C14.320","ADCY5/6","ENSCING00000020025","","",""
"9704","ENSCINT00000026537","KH.C14.40","TMF1","ENSCING00000014573","","",""
"9705","ENSCINT00000026539","KH.L104.2","KH2013:KH.L104.2","ENSCING00000014576","","",""
"9706","ENSCINT00000026541","KH.C13.94","KH2013:KH.C13.94","ENSCING00000014578","","",""
"9707","ENSCINT00000026543","KH.C13.78","KH2013:KH.C13.78_THBS1","ENSCING00000014579","","",""
"9708","ENSCINT00000026545","KH.C13.78","KH2013:KH.C13.78_THBS1","ENSCING00000014581","","",""
"9709","ENSCINT00000026547","KH.S987.3","PARP9","ENSCING00000014583","","",""
"9710","ENSCINT00000026548","KH.S691.2","KH2013:KH.S691.2_GABBR2","ENSCING00000014584","","",""
"9711","ENSCINT00000026549","KH.S691.2","KH2013:KH.S691.2_GABBR2","ENSCING00000014585","","",""
"9712","ENSCINT00000026550","KH.L120.2","CA12/14/2/5/6/7/9","ENSCING00000014586","","","XP_002123314"
"9713","ENSCINT00000026552","KH.L120.1","FAM73B","ENSCING00000014588","","","XP_018670713"
"9714","ENSCINT00000026552","KH.L120.1","FAM73B","ENSCING00000014588","","","XP_026693762"
"9715","ENSCINT00000026552","KH.L120.1","FAM73B","ENSCING00000014588","","","XP_018670712"
"9716","ENSCINT00000026553","KH.C14.516","KH2013:KH.C14.516_RGR","ENSCING00000014589","","","XP_002121313"
"9717","ENSCINT00000026555","KH.C14.383","SP1/3/4/5","ENSCING00000014590","","",""
"9718","ENSCINT00000026556","KH.C14.118","NMGP-1","ENSCING00000014591","","",""
"9719","ENSCINT00000026557","KH.C13.102","KH2013:KH.C13.102_RIPK1","ENSCING00000014594","","",""
"9720","ENSCINT00000026558","KH.L87.14","KH2013:KH.L87.14","ENSCING00000014595","","",""
"9721","ENSCINT00000026559","KH.L87.52","KH2013:KH.L87.52_SI:CH73-343L4.1/3/4/5/6","ENSCING00000014596","","","XP_002125316"
"9722","ENSCINT00000026560","KH.C13.197","PPPDE2","ENSCING00000014597","","",""
"9723","ENSCINT00000026561","KH.L87.1","TSP47F","ENSCING00000014598","","","XP_018671832"
"9724","ENSCINT00000026563","KH.L87.5","KH2013:KH.L87.5_PHRF1","ENSCING00000014599","","",""
"9725","ENSCINT00000026569","KH.L87.18","C15ORF26","ENSCING00000014603","","",""
"9726","ENSCINT00000026570","KH.L87.18","C15ORF26","ENSCING00000014603","","",""
"9727","ENSCINT00000026571","KH.L87.60","KH2013:KH.L87.60_FAM55C","ENSCING00000014604","","",""
"9728","ENSCINT00000026572","KH.L87.60","KH2013:KH.L87.60_FAM55C","ENSCING00000018643","","",""
"9729","ENSCINT00000026577","KH.C6.291","MTUS2","ENSCING00000014610","","",""
"9730","ENSCINT00000026578","KH.C6.36","DYRK2/3/4","ENSCING00000014611","","",""
"9731","ENSCINT00000026579","KH.C13.28","KH2013:KH.C13.28","ENSCING00000014612","","",""
"9732","ENSCINT00000026583","KH.C13.25","KH2013:KH.C13.25_GCLM","ENSCING00000014616","","",""
"9733","ENSCINT00000026584","KH.C13.138","CREB3L1/2/3","ENSCING00000014617","","",""
"9734","ENSCINT00000026585","KH.C13.138","CREB3L1/2/3","ENSCING00000014618","","",""
"9735","ENSCINT00000026594","KH.L87.16","GM5567","ENSCING00000014626","","",""
"9736","ENSCINT00000026595","KH.C13.76","LPHN1/3","ENSCING00000014627","","",""
"9737","ENSCINT00000026603","KH.C13.105","KH2013:KH.C13.105_PLCD1/3/4","ENSCING00000014634","","",""
"9738","ENSCINT00000026606","KH.C14.271","GRXCR1/2","ENSCING00000014636","","",""
"9739","ENSCINT00000026608","KH.L87.22","KH2013:KH.L87.22_SI:CH211-161H7.5","ENSCING00000014637","","","XP_002121443"
"9740","ENSCINT00000026609","KH.C6.38","NOTCH1/4","ENSCING00000002721","","",""
"9741","ENSCINT00000026610","KH.C6.38","NOTCH1/4","ENSCING00000014638","","","XP_026690646"
"9742","ENSCINT00000026611","KH.C6.211","LTBP2/4","ENSCING00000014639","","",""
"9743","ENSCINT00000026619","KH.C6.6","KH2013:KH.C6.6_DIT2","ENSCING00000014646","","","XP_002121585"
"9744","ENSCINT00000026622","KH.C14.157","EIF2B3","ENSCING00000014647","","",""
"9745","ENSCINT00000026624","KH.C6.18","CCDC58","ENSCING00000014649","","","XP_002129054"
"9746","ENSCINT00000026629","KH.C13.1","CR352328.3","ENSCING00000014652","","",""
"9747","ENSCINT00000026630","KH.C13.87","TLR1/10/18/2/6","ENSCING00000014653","","",""
"9748","ENSCINT00000026631","KH.C6.104","DLG5","ENSCING00000014655","","",""
"9749","ENSCINT00000026632","KH.C6.104","DLG5","ENSCING00000014656","","",""
"9750","ENSCINT00000026633","KH.L40.2","KH2013:KH.L40.2_FUT8","ENSCING00000014657","","",""
"9751","ENSCINT00000026634","KH.C13.38","CR407547.1","ENSCING00000014658","","",""
"9752","ENSCINT00000026636","KH.C13.38","CR407547.1","ENSCING00000014660","","",""
"9753","ENSCINT00000026637","KH.C14.568","GTF2E2","ENSCING00000014661","","",""
"9754","ENSCINT00000026638","KH.C14.332","LIX1L","ENSCING00000014662","","",""
"9755","ENSCINT00000026639","KH.C13.171","KH2013:KH.C13.171_CYP11A1","ENSCING00000014663","","",""
"9756","ENSCINT00000026640","KH.C13.171","KH2013:KH.C13.171_CYP11A1","ENSCING00000014663","","",""
"9757","ENSCINT00000026642","KH.C13.165","SERPINB1/10/11/13/2/3/4/6/8/9","ENSCING00000019540","","",""
"9758","ENSCINT00000026643","KH.S1446.1","AKT1","ENSCING00000014665","","","XP_002125749"
"9759","ENSCINT00000026650","KH.C14.409","KH2013:KH.C14.409_C7ORF31","ENSCING00000014670","","",""
"9760","ENSCINT00000026651","KH.L51.4","Y61A9LA.1","ENSCING00000014671","","","XP_002126777"
"9761","ENSCINT00000026653","KH.S511.3","KH2013:KH.S511.3","ENSCING00000014673","","","XP_002127277"
"9762","ENSCINT00000026654","KH.L87.38","F45B8.3","ENSCING00000014674","","",""
"9763","ENSCINT00000026658","KH.L51.2","ENOSF1","ENSCING00000014676","","","XP_002129366"
"9764","ENSCINT00000026659","KH.L51.6","IMPAD1","ENSCING00000014677","","","XP_002125391"
"9765","ENSCINT00000026665","KH.C14.104","KH2013:KH.C14.104","ENSCING00000014682","","",""
"9766","ENSCINT00000026669","KH.L51.9","POLRMT","ENSCING00000020458","","",""
"9767","ENSCINT00000026672","KH.C14.210","SLCO3A1","ENSCING00000005120","","",""
"9768","ENSCINT00000026673","KH.C14.469","KH2013:KH.C14.469","ENSCING00000014686","","",""
"9769","ENSCINT00000026674","KH.C14.530","GDA1","ENSCING00000014687","","",""
"9770","ENSCINT00000026678","KH.C14.65","DCDC2B","ENSCING00000014688","","",""
"9771","ENSCINT00000026679","KH.S534.5","CABZ01044301.1","ENSCING00000002131","","",""
"9772","ENSCINT00000026680","KH.S534.5","CABZ01044301.1","ENSCING00000002131","","",""
"9773","ENSCINT00000026681","KH.S534.8","SI:CH211-176D9.3","ENSCING00000014689","","",""
"9774","ENSCINT00000026682","KH.S534.8","SI:CH211-176D9.3","ENSCING00000014690","","",""
"9775","ENSCINT00000026689","KH.C14.433","ELMOD1/2","ENSCING00000014695","","","XP_009860720"
"9776","ENSCINT00000026691","KH.L128.5","NIN","ENSCING00000014697","","",""
"9777","ENSCINT00000026694","KH.S534.7","OSGEPL1","ENSCING00000014698","","","XP_009861433"
"9778","ENSCINT00000026696","KH.L128.11","DNMT3B","ENSCING00000014699","","",""
"9779","ENSCINT00000026699","KH.L154.49","KH2013:KH.L154.49_CG8193","ENSCING00000014702","","",""
"9780","ENSCINT00000026705","KH.C6.5","LPAR3","ENSCING00000014705","","",""
"9781","ENSCINT00000026707","KH.C6.139","KH2013:KH.C6.139","ENSCING00000014706","","","XP_002126283"
"9782","ENSCINT00000026710","KH.C10.251","CLEC4G","ENSCING00000014708","","",""
"9783","ENSCINT00000026711","KH.C10.251","CLEC4G","ENSCING00000014709","","",""
"9784","ENSCINT00000026712","KH.C14.252","DCTD","ENSCING00000014710","","",""
"9785","ENSCINT00000026713","KH.C14.119","KH2013:KH.C14.119","ENSCING00000014711","","",""
"9786","ENSCINT00000026714","KH.C13.81","MYOC","ENSCING00000014712","","",""
"9787","ENSCINT00000026715","KH.C6.282","TIPRL","ENSCING00000016251","","","XP_002126424"
"9788","ENSCINT00000026717","KH.C13.55","K07F5.14","ENSCING00000014713","","","XP_002129438"
"9789","ENSCINT00000026718","KH.C6.256","SMYD4","ENSCING00000014714","","",""
"9790","ENSCINT00000026719","KH.C13.118","PGAP2","ENSCING00000014715","","","XP_002129673"
"9791","ENSCINT00000026720","KH.C6.256","SMYD4","ENSCING00000014716","","",""
"9792","ENSCINT00000026721","KH.C13.103","FAM129B","ENSCING00000014717","","",""
"9793","ENSCINT00000026723","KH.C14.269","CYLD","ENSCING00000023530","","",""
"9794","ENSCINT00000026724","KH.C13.103","FAM129B","ENSCING00000014718","","",""
"9795","ENSCINT00000026728","KH.L87.47","NXF1/2/3/5/7","ENSCING00000014720","","",""
"9796","ENSCINT00000026731","KH.C6.41","MAN1A/1/2","ENSCING00000003975","","",""
"9797","ENSCINT00000026734","KH.C14.421","LAMA2","ENSCING00000003085","","",""
"9798","ENSCINT00000026737","KH.L87.33","PSPH","ENSCING00000009756","","","XP_004227312"
"9799","ENSCINT00000026738","KH.L87.54","KH2013:KH.L87.54","ENSCING00000014725","","",""
"9800","ENSCINT00000026742","KH.C10.440","IFIT1","ENSCING00000014728","","",""
"9801","ENSCINT00000026743","KH.C14.222","PTR-9","ENSCING00000014729","","",""
"9802","ENSCINT00000026744","KH.C10.440","IFIT1","ENSCING00000014730","","",""
"9803","ENSCINT00000026745","KH.C14.565","CCKLR-17D1/3","ENSCING00000014731","","",""
"9804","ENSCINT00000026746","KH.C10.397","YSR3","ENSCING00000014732","","",""
"9805","ENSCINT00000026747","KH.L87.51","KH2013:KH.L87.51_KLHL12/20","ENSCING00000022216","","",""
"9806","ENSCINT00000026752","KH.C14.239","KH2013:KH.C14.239_C15B12.1/8","ENSCING00000014735","","",""
"9807","ENSCINT00000026753","KH.C14.203","PTDSS2","ENSCING00000014736","","",""
"9808","ENSCINT00000026755","KH.L106.1","USO1","ENSCING00000014738","","",""
"9809","ENSCINT00000026757","KH.C7.205","KH2013:KH.C7.205_ASB2","ENSCING00000008601","","",""
"9810","ENSCINT00000026758","KH.L106.1","USO1","ENSCING00000014739","","",""
"9811","ENSCINT00000026759","KH.L106.6","HP1BP3","ENSCING00000014740","","",""
"9812","ENSCINT00000026762","KH.L116.60","RSPH9","ENSCING00000014743","ci-rsp9","NP_001154962",""
"9813","ENSCINT00000026764","KH.L87.32","HVCN1","ENSCING00000014744","hvcn1","NP_001071937",""
"9814","ENSCINT00000026774","KH.C13.46","KH2013:KH.C13.46_SULT6B1","ENSCING00000014753","","","XP_026693127"
"9815","ENSCINT00000026775","KH.C13.145","KH2013:KH.C13.145_NEK11","ENSCING00000014754","","",""
"9816","ENSCINT00000026776","KH.C13.122","KH2013:KH.C13.122_NEK11","ENSCING00000014755","","",""
"9817","ENSCINT00000026777","KH.C6.206","FABP2","ENSCING00000014756","","","XP_002127813"
"9818","ENSCINT00000026781","KH.C13.157","KH2013:KH.C13.157","ENSCING00000014759","","",""
"9819","ENSCINT00000026783","KH.C7.508","CG34417","ENSCING00000014760","","",""
"9820","ENSCINT00000026784","KH.C7.591","KH2013:KH.C7.591","ENSCING00000014761","","",""
"9821","ENSCINT00000026785","KH.C7.267","ARFGAP1","ENSCING00000014763","","",""
"9822","ENSCINT00000026792","KH.C6.151","TRAPPC10","ENSCING00000014766","","",""
"9823","ENSCINT00000026793","KH.C6.7","E1BS39_CHICK","ENSCING00000014767","","",""
"9824","ENSCINT00000026795","KH.C6.151","TRAPPC10","ENSCING00000014770","","",""
"9825","ENSCINT00000026797","KH.C6.230","KNDC1","ENSCING00000014772","","",""
"9826","ENSCINT00000026800","KH.L154.25","LIPT1","ENSCING00000014774","","",""
"9827","ENSCINT00000026801","KH.C6.230","KNDC1","ENSCING00000014775","","",""
"9828","ENSCINT00000026803","KH.C6.192","KH2013:KH.C6.192_NOTCH2","ENSCING00000014777","","",""
"9829","ENSCINT00000026805","KH.C6.66","TSPAN8","ENSCING00000014778","","","XP_002128548"
"9830","ENSCINT00000026806","KH.C6.183","TAB2/3","ENSCING00000014779","","",""
"9831","ENSCINT00000026808","KH.L154.39","KH2013:KH.L154.39_C6/7","ENSCING00000008760","","","XP_002128860"
"9832","ENSCINT00000026811","KH.S1524.1","F1NG90_CHICK","ENSCING00000014781","","",""
"9833","ENSCINT00000026817","KH.L147.18","KH2013:KH.L147.18_KLHL12/20","ENSCING00000014785","","",""
"9834","ENSCINT00000026823","KH.S529.3","MED6","ENSCING00000014788","","","XP_002119333"
"9835","ENSCINT00000026826","KH.L116.63","KH2013:KH.L116.63","ENSCING00000014790","","","XP_002127766"
"9836","ENSCINT00000026827","KH.C14.276","KH2013:KH.C14.276_CABZ01035080.1","ENSCING00000014791","","",""
"9837","ENSCINT00000026829","KH.C14.274","VAMP7","ENSCING00000014793","","",""
"9838","ENSCINT00000026830","KH.L147.32","KH2013:KH.L147.32","ENSCING00000014795","","",""
"9839","ENSCINT00000026831","KH.L116.74","GLOD4","ENSCING00000014796","","","XP_002127667"
"9840","ENSCINT00000026831","KH.L116.74","GLOD4","ENSCING00000014796","","","XP_026693730"
"9841","ENSCINT00000026832","KH.C14.527","VWA3B","ENSCING00000014797","","",""
"9842","ENSCINT00000026834","KH.L69.2","KH2013:KH.L69.2","ENSCING00000014798","","","XP_009861802"
"9843","ENSCINT00000026836","KH.L116.1","KH2013:KH.L116.1_NKPD1","ENSCING00000014800","","",""
"9844","ENSCINT00000026837","KH.L116.51","KH2013:KH.L116.51_KIDINS220","ENSCING00000014801","","",""
"9845","ENSCINT00000026843","KH.L147.23","GTF3C5","ENSCING00000014806","","",""
"9846","ENSCINT00000026847","KH.L34.21","LAMP1/2","ENSCING00000014808","","",""
"9847","ENSCINT00000026850","KH.C7.201","VPS41","ENSCING00000008573","zf(ring)-20","NP_001071945","XP_009858912"
"9848","ENSCINT00000026853","KH.C7.2","FAM54A","ENSCING00000014812","","",""
"9849","ENSCINT00000026854","KH.C7.2","FAM54A","ENSCING00000022853","","",""
"9850","ENSCINT00000026856","KH.L147.28","PARD3","ENSCING00000020218","","",""
"9851","ENSCINT00000026858","KH.L34.24","PHACTR1/2/3/4","ENSCING00000014814","","","XP_018671439"
"9852","ENSCINT00000026858","KH.L34.24","PHACTR1/2/3/4","ENSCING00000014814","","","XP_009861580"
"9853","ENSCINT00000026858","KH.L34.24","PHACTR1/2/3/4","ENSCING00000014814","","","XP_018671438"
"9854","ENSCINT00000026858","KH.L34.24","PHACTR1/2/3/4","ENSCING00000014814","","","XP_009861578"
"9855","ENSCINT00000026858","KH.L34.24","PHACTR1/2/3/4","ENSCING00000014814","","","XP_002130394"
"9856","ENSCINT00000026859","KH.C6.205","LONRF2","ENSCING00000014815","","",""
"9857","ENSCINT00000026861","KH.C6.112","LONRF1/2/3","ENSCING00000014817","","",""
"9858","ENSCINT00000026862","KH.C6.122","KH2013:KH.C6.122_FLVCR1/2","ENSCING00000014818","","",""
"9859","ENSCINT00000026866","KH.L147.25","KH2013:KH.L147.25_F36H2.3","ENSCING00000014819","","",""
"9860","ENSCINT00000026869","KH.L147.36","KH2013:KH.L147.36_GJC2","ENSCING00000019383","","",""
"9861","ENSCINT00000026870","KH.L147.36","KH2013:KH.L147.36_GJC2","ENSCING00000014820","","",""
"9862","ENSCINT00000026871","KH.L147.36","KH2013:KH.L147.36_GJC2","ENSCING00000019383","","",""
"9863","ENSCINT00000026873","KH.L147.8","RPAP1","ENSCING00000014822","","",""
"9864","ENSCINT00000026877","KH.C6.55","CR626889.1","ENSCING00000005581","","",""
"9865","ENSCINT00000026878","KH.C6.11","Ci-VP","ENSCING00000014825","ci-vp","NP_001129313",""
"9866","ENSCINT00000026881","KH.L122.12","SYT14/16","ENSCING00000014826","","",""
"9867","ENSCINT00000026884","KH.C10.258","ARHGAP11A","ENSCING00000014828","","",""
"9868","ENSCINT00000026886","KH.C10.214","KH2013:KH.C10.214","ENSCING00000014829","","","XP_002126639"
"9869","ENSCINT00000026888","KH.L34.17","TNK2","ENSCING00000003985","","",""
"9870","ENSCINT00000026889","KH.L147.34","KH2013:KH.L147.34_EIF3L","ENSCING00000014830","","","XP_002120603"
"9871","ENSCINT00000026892","KH.S460.3","CPNE1/3","ENSCING00000014831","","",""
"9872","ENSCINT00000026893","KH.L116.99","THAP10","ENSCING00000014832","","",""
"9873","ENSCINT00000026894","KH.C10.252","DLAT","ENSCING00000009059","","",""
"9874","ENSCINT00000026896","KH.L116.82","GAS7","ENSCING00000007584","","",""
"9875","ENSCINT00000026897","KH.L116.26","SDR42E1/2","ENSCING00000014833","","",""
"9876","ENSCINT00000026902","KH.C10.556","SLC4A11","ENSCING00000021742","","",""
"9877","ENSCINT00000026904","KH.L116.12","WWP1/2","ENSCING00000014835","","",""
"9878","ENSCINT00000026907","KH.L116.34","KH2013:KH.L116.34_P4HB","ENSCING00000014837","","",""
"9879","ENSCINT00000026908","KH.C10.319","KH2013:KH.C10.319","ENSCING00000014838","","",""
"9880","ENSCINT00000026909","KH.C14.341","KH2013:KH.C14.341_ATL/1/2","ENSCING00000014839","","",""
"9881","ENSCINT00000026910","KH.C14.341","KH2013:KH.C14.341_ATL/1/2","ENSCING00000014840","","",""
"9882","ENSCINT00000026911","KH.L116.93","KH2013:KH.L116.93","ENSCING00000007588","","","XP_026693719"
"9883","ENSCINT00000026912","KH.C14.217","KH2013:KH.C14.217_MP1","ENSCING00000014841","","",""
"9884","ENSCINT00000026917","KH.L154.20","KH2013:KH.L154.20_SPTY2D1","ENSCING00000014845","","",""
"9885","ENSCINT00000026918","KH.C6.28","KH2013:KH.C6.28_CRISPLD2","ENSCING00000014846","","",""
"9886","ENSCINT00000026919","KH.C6.28","KH2013:KH.C6.28_CRISPLD2","ENSCING00000014847","","",""
"9887","ENSCINT00000026920","KH.C6.171","C3ORF26","ENSCING00000014848","","",""
"9888","ENSCINT00000026922","KH.C6.179","KH2013:KH.C6.179","ENSCING00000014849","","",""
"9889","ENSCINT00000026926","KH.C6.179","KH2013:KH.C6.179","ENSCING00000014852","","",""
"9890","ENSCINT00000026928","KH.C10.605","PCNT","ENSCING00000014854","","",""
"9891","ENSCINT00000026931","KH.C6.177","NPR-15","ENSCING00000014857","","",""
"9892","ENSCINT00000026933","KH.C10.613","CG5195","ENSCING00000014858","","",""
"9893","ENSCINT00000026935","KH.C6.74","SYNPO/2","ENSCING00000014860","","",""
"9894","ENSCINT00000026936","KH.C6.92","KH2013:KH.C6.92","ENSCING00000014861","","",""
"9895","ENSCINT00000026939","KH.C6.306","GRIK2","ENSCING00000014862","","",""
"9896","ENSCINT00000026940","KH.C7.153","KH2013:KH.C7.153_FABP1/6","ENSCING00000014865","","","XP_026690735"
"9897","ENSCINT00000026942","KH.C7.455","KH2013:KH.C7.455_JMJD5","ENSCING00000014866","","",""
"9898","ENSCINT00000026944","KH.L116.53","B4GALT5/6","ENSCING00000014867","","",""
"9899","ENSCINT00000026946","KH.C7.286","TJAP1","ENSCING00000014868","","",""
"9900","ENSCINT00000026951","KH.C7.286","TJAP1","ENSCING00000014871","","",""
"9901","ENSCINT00000026953","KH.C14.1","CG14693","ENSCING00000014872","","",""
"9902","ENSCINT00000026954","KH.C6.148","KH2013:KH.C6.148_CABZ01079804.2","ENSCING00000014873","","",""
"9903","ENSCINT00000026955","KH.C6.131","KH2013:KH.C6.131_CABZ01079804.2","ENSCING00000014874","","",""
"9904","ENSCINT00000026956","KH.C6.184","KH2013:KH.C6.184_RXFP3","ENSCING00000014875","","",""
"9905","ENSCINT00000026957","KH.C6.175","NUDT16L1","ENSCING00000014876","","","XP_002132010"
"9906","ENSCINT00000026958","KH.C6.166","KH2013:KH.C6.166_GPR84","ENSCING00000014877","","",""
"9907","ENSCINT00000026959","KH.L116.87","GATM","ENSCING00000014878","","","XP_002125524"
"9908","ENSCINT00000026960","KH.L116.67","TMPPE","ENSCING00000014879","","",""
"9909","ENSCINT00000026961","KH.C7.574","KIAA1009","ENSCING00000014880","","",""
"9910","ENSCINT00000026963","KH.L116.25","IMPACT","ENSCING00000014882","","",""
"9911","ENSCINT00000026965","KH.L116.66","DCBLD2","ENSCING00000014883","","","XP_002124001"
"9912","ENSCINT00000026967","KH.C7.477","SNAPC4","ENSCING00000014884","","",""
"9913","ENSCINT00000026968","KH.C7.477","SNAPC4","ENSCING00000022246","","",""
"9914","ENSCINT00000026969","KH.L116.100","KH2013:KH.L116.100_LRRC15","ENSCING00000014885","","",""
"9915","ENSCINT00000026970","KH.L116.56","TMEM198","ENSCING00000014886","","",""
"9916","ENSCINT00000026971","KH.S1032.2","SHROOM/3","ENSCING00000014888","","","XP_002123686"
"9917","ENSCINT00000026973","KH.L38.2","SHROOM/2/3/4","ENSCING00000014891","","",""
"9918","ENSCINT00000026975","KH.C6.290","KH2013:KH.C6.290_NOX4","ENSCING00000007824","nox4","NP_001029001",""
"9919","ENSCINT00000026977","KH.C6.46","RPL13A","ENSCING00000014892","","","XP_004226142"
"9920","ENSCINT00000026982","KH.L116.52","TBC1D10B","ENSCING00000014895","","",""
"9921","ENSCINT00000026983","KH.L116.52","TBC1D10B","ENSCING00000014896","","",""
"9922","ENSCINT00000026984","KH.L116.31","ARL6IP4","ENSCING00000014897","","",""
"9923","ENSCINT00000026985","KH.L116.20","CNBD1","ENSCING00000014898","","",""
"9924","ENSCINT00000026986","KH.C10.10","KH2013:KH.C10.10","ENSCING00000014899","","","XP_009859868"
"9925","ENSCINT00000026987","KH.C10.216","KH2013:KH.C10.216","ENSCING00000014901","","","XP_009859866"
"9926","ENSCINT00000026987","KH.C10.216","KH2013:KH.C10.216","ENSCING00000014901","","","XP_002119753"
