Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Phenotype,Details,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2021-01-06,Margaux Failla,7D - EPB4.1,Slide1_Image44_left,yes,,,-,yes,,-,problem division,enhanced ATM division / inhibited TVC division,one of the ATM divided in the tail; the 2 TVCs didn't divide in the trunk,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide1_Image44_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide1_Image45,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide1_Image46,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image1,yes,,,-,yes,,-,problem migration and division,enhanced ATM migration / inhibited TVC migration / inhibited TVC division,"the ATMs migrated a bit in the trunk but still in the tail; one of the TVC didn't migrate and didn't divide, it stayed with the ATMs in the tail",good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image2,yes,,,-,yes,0,groups connected,problem migration and division,inhibited TVC migration / inhibited TVC division,"the TVCs didn't migrate enough and they didn't divide, they are separated from each other and still attached to the ATMs in the tail",good,Ambigous phenotype
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image3,yes,,,-,yes,-,only one group in the trunk - no distance,problem migration,enhanced ATM migration,the 2 ATMs migrated with the TVCs in the trunk,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image4,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image5_left,yes,,,-,yes,0,groups connected,problem migration and division,enhanced ATM migration / inhibited TVC migration / inhibited TVC division,one of the ATM migrated a bit with the TVCs in the trunk and is still attached to the other ATM in the tail; the 2 TVCs didn't migrate enough in the trunk and they didn't divide,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image5_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image6,yes,,,-,yes,,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,correct,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image7_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image7_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image8,yes,80,35,-,yes,23.3,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image9,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image10,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image11_left,yes,,,-,yes,,-,problem migration,enhanced ATM migration,one of the ATM migrated a bit in the trunk but not attached to the TVCs in the trunk neiher the other ATM in the tail,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image11_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image12_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image12_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image13_left,yes,,,-,yes,0,groups connected,problem migration and division,enhanced ATM migration / enhanced ATM division / inhibited TVC division,"the 2 ATMs migrated a bit and divided, attached to the TVCs in the trunk; the 2 TVCs didn't divide in the trunk",good,Ambigous phenotype
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image13_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image14,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so the cells are a bit aligned",good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image15,yes,80.1,32.4,-,yes,18.1,-,problem migration an division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided with the TVCs in the trunk,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image16_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,correct,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image16_right,yes,,,-,yes,,-,problem division,enhanced TVC division,one of the TVC divided for the second division,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image17,yes,82.2,35.3,-,yes,-,only one group in the trunk - no distance,problem migration and division,enhanced ATM migration / inhibited TVC division,the 2 ATMs migrated with the 2 TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image18_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image18_right,yes,,,-,yes,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided with the TVCs in the trunk,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image19,yes,90.2,35.1,-,yes,21.8,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so the cells are a bit aligned",good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image20_left,yes,,,-,yes,,-,"problem migration, division and orientation",enhanced ATM migration / enhanced ATM division / enhanced TVC division / TVC cell alignment,"the 2 ATMs migrated a bit and divided; the 2 TVCs divided for the second division; the 2 TVCs divided not in the medio-laterale orientation, so the cells are a bit aligned",good,Ambigous phenotype
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image20_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image21_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image21_right,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so the cells are a bit aligned",good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image22_left,yes,80,30,-,yes,13.8,-,problem migration,enhanced ATM migration ,one of the ATM migrated with the TVCs in the trunk,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image22_right,yes,85.8,20.3,-,yes,14.2,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVC didn't migrate and didn't divide, it stayed with the ATMs in the tail",correct,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image23_left,yes,,,-,yes,,-,problem division,enhanced TVCs division,one of the TVCs started to divide for the second division,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image23_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image24,yes,88.5,37.6,-,yes,25.2,-,look like WT,look like WT,"all look like WT (one TVC started the second division but not seen in the segmentation, because nuclei still too close in one cell)",good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image25_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image25_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image26_left,yes,,,-,yes,,-,problem division,enhanced TVC division,the 2 TVCs started the second division,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image26_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image27_left,yes,,,-,yes,,-,look like WT,look like WT,"all look like WT (one TVC started the second division but not seen in the segmentation, because nuclei still too close in one cell)",correct,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image27_right,yes,,,-,yes,,-,problem division,enhanced TVC division,one of the TVC started the second division,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image28,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image29_left,yes,89.3,37.7,-,yes,20.1,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided with the TVCs in the trunk,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image29_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image30_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,correct,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image30_right,yes,,,-,yes,,-,"problem migration, division and orientation",enhanced ATM migration / enhanced ATM division / TVC cell alignment,"one of the ATM migrated and divided with the TVCs in the trunk; one of the TVC divided not in the medio-laterale orientation, so the cells are a bit aligned",correct,Ambigous phenotype
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image31,yes,,,-,yes,-,only one group in the trunk - no distance,problem migration and division,enhanced ATM migration / inhibited TVC division,the 2 ATMs migrated with the TVCs in the trunk and one of the TVC didn't divide in the trunk,not good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image32,yes,98.5,37.3,-,yes,15.3,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2021-01-06,Margaux Failla,7D - EPB4.1,Slide2_Image33,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Tyrosinase,Image1_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2021-01-12,Margaux Failla,Tyrosinase,Image1_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Tyrosinase,Image2,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Tyrosinase,Image3_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Tyrosinase,Image3_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Tyrosinase,Image4_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Tyrosinase,Image4_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Tyrosinase,Image5_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2021-01-12,Margaux Failla,Tyrosinase,Image5_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Tyrosinase,Image6,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Tyrosinase,Image7_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Tyrosinase,Image7_right,no,,,-,no,,-,problem migration,enhanced ATM migrated,"the 2 ATMs migrated in the trunk, but they are separated and above the TVCs",correct,"Ambiguous phenotype, difficult to identify the cells"
2021-01-12,Margaux Failla,Tyrosinase,Image8,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Depdc,Image1_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Depdc,Image1_right,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Depdc,Image2_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",correct,-
2021-01-12,Margaux Failla,Depdc,Image2_right,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Depdc,Image3_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",correct,-
2021-01-12,Margaux Failla,Depdc,Image3_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Depdc,Image4,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Depdc,Image5,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Depdc,Image6_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Depdc,Image6_right,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",good,-
2021-01-12,Margaux Failla,Depdc,Image7_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Depdc,Image7_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2021-01-12,Margaux Failla,Depdc,Image8_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,Same stack as Image7_left
2021-01-12,Margaux Failla,Depdc,Image8_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,Same stack as Image7_right
2021-01-12,Margaux Failla,Depdc,Image9_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",correct,-
2021-01-12,Margaux Failla,Depdc,Image9_right,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Depdc,Image10_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",correct,-
2021-01-12,Margaux Failla,Depdc,Image10_right,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image1_left,yes,69,30,-,yes,32.6,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image1_right,yes,75,30,-,yes,30.7,-,problem division,inhbited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image2_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image2_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image3,yes,,,-,yes,,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image4_left,yes,84.8,25.7,-,yes,26.6,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image4_right,yes,84.8,30.1,-,yes,34.9,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image5,yes,,,-,yes,,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image6_left,yes,80,22.3,-,yes,17.8,distance should be shorter - missing a part of the membrane in the segmentation,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image6_right,yes,85.1,22.5,-,yes,13.7,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image7_left,yes,85.1,35,-,yes,0,groups connected,problem migration and division,inhibited TVC migration / inhibited TVC division,"the 2 TVCs didn't migrate enough, they are still attached to the ATMs in the tail and they didn't divide",good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image7_right,yes,70.2,35,-,yes,31.6,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image8_left,yes,81.2,30.4,-,yes,28.8,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image8_right,yes,81.2,35,-,yes,30.7,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image9,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image10,yes,90.2,27.6,-,yes,12.9,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are aligned",good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image11,yes,95,30.3,-,yes,18,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are aligned",good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image12_left,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image12_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image13,yes,75.2,32.4,-,yes,-,only one group in the trunk - no distance,problem migration and division,enhanced ATM migration / inhibited TVC division,the 2 ATMs migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image14_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,correct,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image14_right,yes,,,-,yes,,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image15_left,yes,,,-,yes,,-,problem division,enhanced ATM division,one of the ATM divided in the tail,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image15_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image16_left,yes,88,27.3,-,yes,31.1,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image16_right,yes,88,30.3,-,yes,25,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image17,yes,74.6,25,-,yes,-,only one group in the trunk - no distance,problem migration and division,enhanced ATM migration / inhibited TVC division,the 2 ATMs migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image18_left,yes,,,-,yes,0,groups connected,"problem migration, division and orientation",enhanced ATM migration / enhanced ATM division / enhanced TVC division / TVC cell alignment,"the ATMs migrated a bit with the TVCs in the trunk but still in the tail; the 2 ATMs divided in the tail and the 2 TVCs divided for the second division and divided not in the medio-laterale orientation, so cells are a bit aligned",good,"Ambigous phenotype, too many cells"
2021-01-12,Margaux Failla,Hand,01-12-21_Image18_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image19,yes,76.7,20.3,-,yes,46,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image20,yes,85.8,20,-,yes,21.1,-,problem division,enhanced ATM division,one of the ATM divided in the tail,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image21_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image21_right,yes,80,40.3,-,yes,25.4,-,problem division,inhibited TVC divsion,one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image22,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image23_left,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image23_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image24_left,yes,75.2,27,-,yes,9.02,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image24_right,yes,88.3,27,-,yes,19.5,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrated with the TVCs in the trunk; one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image25_left,yes,,,-,yes,,-,problem migration and divison,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and started to divide with the TVCs in the trunk (the nuclei are separated but still in the same cell),good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image25_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image26_left,yes,72.8,45.3,-,yes,18.7,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image26_right,yes,90.1,42.6,-,yes,32.8,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided with the TVCs in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image27_left,yes,,,-,yes,0,groups connected,problem migration and divison,inhibited TVC migration / inhibited TVC division,the TVCs didn't migrate enough fare in the trunk and still connected to the ATMs in the tail; one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image27_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,correct,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image28_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image28_right,yes,,,-,yes,,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,correct,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image29_left,yes,87.3,47.5,-,yes,14.1,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVC didn't migrate and didn't divide, it stayed with the ATMs in the tail",good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image29_right,yes,87.3,30.9,-,yes,25.6,-,look like WT,look like WT,all look like WT,correct,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image30_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image30_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image31_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image31_right,yes,67.7,35.3,-,yes,22.6,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image32_left,yes,,,-,yes,,-,problem division,inhibited TVC division,one of the TVC divided but not completely (not seen in the segmentation because nuclei are separated but still in the same cell),good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image32_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image33_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image33_right,yes,91,35,-,yes,22.7,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVC didn't migrated and didn't divide, it stayed with the ATMs in the tail",good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image34_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image34_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image35,yes,86.8,30,-,yes,0,groups connected,problem migration and division,enhanced ATM migration / enhanced ATM division / inhibited TVC division,one of the ATM divided and one of the cell migrated with the TVCs in the trunk but still attached to the other ATMs in the tail; one of the TVCs didn't divided in the trunk,good,Ambigous phenotype
2021-01-12,Margaux Failla,Hand,01-12-21_Image36,yes,,,-,yes,,-,problem orientation,TVC cells alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are aligned",correct,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image37,yes,88.5,35.4,-,yes,36.7,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Hand,01-12-21_Image38,yes,70.4,32.7,-,yes,43.4,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image1_left,yes,80.6,45.2,-,yes,0,groups connected,"problem migration, division and orientation",enhanced ATM division / inhibited TVC migration / TVC cell alignment,"one of the ATM divided in the tail; the 2 TVCs didn't migrate enough, still attached to the ATMs in the tail; the TVCs divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image1_right,yes,80.6,37.4,-,yes,0,groups connected,"problem migration, division and orientation",enhanced ATM division / inhibited TVC migration / TVC cell alignment,"the 2 ATMs divided in the tail; the 2 TVCs didn't migrate enough, still attached to the ATMs in the tail; the TVCs divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image2_left,yes,,,-,yes,,-,problem migration,inhibited TVC migration,one of the TVC didn't migrate but divided in the tail with the ATMs,good,Ambigous phenotype
2021-01-12,Margaux Failla,Handr,01-12-2021_Image2_right,yes,,,-,yes,,-,problem migration and division,enhanced ATM division / inhibted TVC migration / inhibited TVC division,the 2 ATMs divided in the tail; the 2 TVCs didn't migrate far enough from the ATMs in the tail; one of the TVC didn't divide in the trunk,good,Ambigous phenotype
2021-01-12,Margaux Failla,Handr,01-12-2021_Image3,yes,89.5,62.8,-,yes,0,groups connected,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM divided and one of the cell migrated with the TVCs but still attached to the other ATMs in the tail,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image4_left,yes,,,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the TVCs didn't migrate enough in the trunk and still connected to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so the cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image4_right,yes,,,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the TVCs didn't migrate enough in the trunk and still connected to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so the cells are a bit aligned",not good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image5_left,yes,60.3,30,-,yes,30.3,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image5_right,yes,72.2,30,-,yes,18.7,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
