"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"Rab5.image6.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image6","yes",24.9,15,"-","-","yes","32.7","-","look like WT","look like WT","all look like WT","good","-","Rab5.image6.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image7_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image7_right","yes",22.4,14.2,"-","-","yes","31.4","-","look like WT","look like WT","all look like WT","good","-","Rab5.image7_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Rab5.image8_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image8_right","yes",29.9,18.3,"-","-","yes","33","-","look like WT","look like WT","all look like WT","good","-","Rab5.image8_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Rab5.image8_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image8_right","yes",27.4,14,"-","-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division / inhibited TVC division","one of the ATM divided in the tail; the other ATM migrated but not completely and divided; the 2 TVCs didn't divide in the trunk","correct","Ambiguous phenotype","Rab5.image8_right.2020_07_23","migration/division perturbed",TRUE,TRUE,FALSE
"Rab5.image9_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image9_left","yes",23,20,"-","-","yes","46.2","-","look like WT","look like WT","all look like WT","good","-","Rab5.image9_left.2020_07_23","WT",FALSE,FALSE,FALSE
"Rab5.image9_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Rab5","image9_right","yes",23,20,"-","-","yes","35","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Rab5.image9_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Rab5.image9.2020_07_14","2020_07_14","Yelena Bernadskaya","Rab5","image9","yes",14.7,9.91,"-","-","yes","31.6","-","look like WT","look like WT","all look like WT","correct","Don't see all the ATM cells (image not centered)","Rab5.image9.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image10.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image10","yes",27.6,12.4,"-","-","yes","43.3","-","look like WT","look like WT","all look like WT","good","-","Rabep.image10.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image11.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image11","yes",22.5,12.5,"-","-","yes","19.1","-","look like WT","look like WT","all look like WT","good","-","Rabep.image11.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image12_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image12_right","yes",22.1,12.5,"-","-","yes","38.2","-","look like WT","look like WT","all look like WT","good","Ambiguous phenotype between left and right","Rabep.image12_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image14.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image14","yes",23.2,13.6,"-","-","yes","41.2","-","look like WT","look like WT","all look like WT","good","Ambiguous phenotype because many cells around ATMs","Rabep.image14.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image17.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image17","yes",20.3,21.1,"-","-","yes","32.7","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Rabep.image17.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image18_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image18_left","yes",20,12.6,"-","-","yes","36.6","-","look like WT","look like WT","all look like WT","correct","-","Rabep.image18_left.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image19.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image19","yes",20.3,17.9,"-","-","yes","46.1","-","look like WT","look like WT","all look like WT","good","-","Rabep.image19.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image2.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image2","yes",10.2,21.5,"-","-","yes","35.9","-","look like WT","look like WT","all look like WT","good","-","Rabep.image2.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image20.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image20","yes",17.7,13.8,"-","-","yes","27.7","-","look like WT","look like WT","all look like WT","good","-","Rabep.image20.2020_07_14","WT",FALSE,FALSE,FALSE
"Rabep.image7_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Rabep","image7_right","yes",20,5.9,"-","-","yes","33.5","-","look like WT","look like WT","all look like WT","correct","-","Rabep.image7_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Rho.image1.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image1","yes",22.8,11.8,"-","-","yes","29","-","look like WT","look like WT","all look like WT (but one TVC started the second division, but not seen in the segmentation because nuclei too close)","good","But one TVC started the second division, but not seen in the segmentation because nuclei too close","Rho.image1.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image10_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image10_right","yes",39.1,5.05,"-","-","yes","39.9","Distance should be shorter - missing one part in anterior side of the ATM (signal of not good quality)","look like WT","look like WT","all look like WT","not good","One part of the ATM is missing in the segmentation","Rho.image10_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image12_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image12_left","yes",36.5,9.74,"-","-","yes","44.9","-","look like WT","look like WT","all look like WT","not good","One nuclei detected a part of another one (from the other side), so the cell size is bigger than it should be ","Rho.image12_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image13_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image13_right","yes",42.9,15.1,"-","-","yes","33.7","-","look like WT","look like WT","all look like WT","not good","One nuclei detected a part of another one (from the other side), so the cell size is bigger than it should be ","Rho.image13_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image14.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image14","yes",49.4,15.4,"-","-","yes","28","-","problem division (not completed, but not seen in segmentation)","inhibited TVC division","one of the TVC didn't divided completely in the trunk (cells not seperated, but not seen in the segmentation, because considered as 2 cells)","good","Not completed division, but in segmentation considered as 2 cells ","Rho.image14.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Rho.image15.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image15","yes",51.5,10.8,"-","-","yes","33.5","-","look like WT","look like WT","all look like WT","good","","Rho.image15.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image18.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image18","yes",39.8,19.6,"-","-","yes","25","-","look like WT","look like WT","all look like WT","good","","Rho.image18.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image19_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image19_left","yes",30,9.07,"-","-","yes","26.2","-","look like WT","look like WT","all look like WT","correct","","Rho.image19_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image2_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image2_left","yes",6.26,5.42,"-","-","yes","26.8","-","problem orientation","TVC cell alignment","the 2 TVCs divided but not in the medio-lateral orientation, so cells are aligned","not good","","Rho.image2_left.2020_06_17","orientation perturbed",FALSE,FALSE,TRUE
"Rho.image2_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image2_right","yes",20.9,12.6,"-","-","yes","27.1","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-lateral orientation, so cells are aligned","correct","","Rho.image2_right.2020_06_17","orientation perturbed",FALSE,FALSE,TRUE
"Rho.image3.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image3","yes",16,10,"-","-","yes","39.4","-","look like WT","look like WT","all look like WT","good","","Rho.image3.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image4","yes",16.2,13.3,"-","-","yes","43.1","-","look like WT","look like WT","all look like WT","good","","Rho.image4.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image5.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image5","yes",37.3,18.6,"-","-","yes","36.1","-","look like WT","look like WT","all look like WT","good","","Rho.image5.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image7.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image7","yes",25.3,25.2,"-","-","yes","29","-","look like WT","look like WT","all look like WT","good","","Rho.image7.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image8.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image8","yes",27.7,17.3,"-","-","yes","12.7","-","look like WT","look like WT","all look like WT","good","","Rho.image8.2020_06_17","WT",FALSE,FALSE,FALSE
"Rho.image9.2020_06_17","2020_06_17","Yelena Bernadskaya","Rho","image9","yes",39.7,12.7,"-","-","yes","35.6","-","problem orientation","TVC cell alignment","the FHP are separated so cells are a bit aligned, TVCs divided not completely in the medio-lateral orientiation","good","","Rho.image9.2020_06_17","orientation perturbed",FALSE,FALSE,TRUE
"Rho.slide1_image10_left.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image10_left","yes",89.9,28,"-","-","yes","19.3","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image10_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image10_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image10_right","yes",115,28,"-","-","yes","25.6","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image10_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image12_left.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image12_left","yes",100,25.8,"-","-","yes","21.8","-","look like WT","look like WT","all look like WT","not good","","Rho.slide1_image12_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image12_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image12_right","yes",115,30,"-","-","yes","26.9","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image12_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image14.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image14","yes",95,40,"-","-","yes","22.1","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image14.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image15_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image15_right","yes",110,45,"-","-","yes","20.2","-","look like WT","look like WT","all look like WT","correct","","Rho.slide1_image15_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image16.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image16","yes",110,42,"-","-","yes","43.2","-","problem orientation","TVC cell alignment","one of the TVC divide not in the medio lateral orientation, so cells aligned","good","","Rho.slide1_image16.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Rho.slide1_image18_left.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image18_left","yes",100,54.6,"-","-","yes","28.4","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image18_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image18_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image18_right","yes",65.9,35.6,"-","-","yes","29.7","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image18_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image19.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image19","yes",92.9,35,"-","-","yes","30.7","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image19.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image2.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image2","yes",105,38,"-","-","yes","30.6","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image2.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image20.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image20","yes",100,47.1,"-","-","yes","28.2","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image20.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image21.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image21","yes",100,37,"-","-","yes","25","-","look like WT","look like WT","all look like WT","correct","","Rho.slide1_image21.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image22.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image22","yes",95,25,"-","-","yes","22.3","but not the real path of cells","look like WT","look like WT","all look like WT","good","the distance should be more about 34.5","Rho.slide1_image22.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image23.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image23","yes",105,30,"-","-","yes","40.4","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image23.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image30_left.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image30_left","yes",86.3,27.6,"-","-","yes","23.8","-","problem orientation","TVC cell alignment","both TVC seems to divide not in medio-lateral orientation, cells are a bit aligned","good","","Rho.slide1_image30_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Rho.slide1_image31.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image31","yes",110,22.5,"-","-","yes","25.1","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image31.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image4.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image4","yes",100,40,"-","-","yes","22.1","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image4.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image5_left.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image5_left","yes",100,35.5,"-","-","yes","33.1","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image5_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image5_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image5_right","yes",115,30.5,"-","-","yes","35.5","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image5_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image6.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image6","yes",100,30,"-","-","yes","13.3","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image6.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image7.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image7","yes",115,40.9,"-","-","yes","30.3","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image7.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image8.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image8","yes",102,50.3,"-","-","yes","18.5","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image8.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide1_image9.2020_02_06","2020_02_06","Margaux Failla","Rho","slide1_image9","yes",95,24.3,"-","-","yes","22","-","look like WT","look like WT","all look like WT","good","","Rho.slide1_image9.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image10.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image10","yes",87.5,36.3,"-","-","yes","27.3","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image10.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image11.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image11","yes",110,33.2,"-","-","yes","23.2","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image11.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image12_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image12_right","yes",95,48.6,"-","-","yes","20.5","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image12_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image13_left.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image13_left","yes",90,35,"-","-","yes","30.3","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image13_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image14_left.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image14_left","yes",130,30,"-","-","yes","48.3","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image14_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image14_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image14_right","yes",125,30,"-","-","yes","40.6","-","look like WT","look like WT","all look like WT","correct","","Rho.slide2_image14_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image16_left.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image16_left","yes",90,35.3,"-","-","yes","20.8","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image16_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image16_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image16_right","yes",90,16.3,"-","-","yes","24.7","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image16_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image17.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image17","yes",110,47,"-","-","yes","24.7","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image17.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image18.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image18","yes",110,41,"-","-","yes","23.1","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image18.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image20_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image20_right","yes",85,32,"-","-","yes","31","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image20_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image23_left.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image23_left","yes",110,40.6,"-","-","yes","24.2","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image23_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image23_right.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image23_right","yes",115,36.6,"-","-","yes","20.6","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image23_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image24.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image24","yes",105,44.7,"-","-","yes","11.8","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image24.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image25.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image25","yes",125,56.5,"-","-","yes","32.8","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image25.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image26.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image26","yes",100,54.2,"-","-","yes","25.3","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image26.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image3.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image3","yes",135,45.2,"-","-","yes","44.3","-","problem orientation","TVC cell alignment","the 2 TVC divided not in the medio lateral orientation, so cells are a bit aligned","good","","Rho.slide2_image3.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Rho.slide2_image4.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image4","yes",110,50.4,"-","-","yes","32.3","-","look like WT","look like WT","all look like WT","good","","Rho.slide2_image4.2020_02_06","WT",FALSE,FALSE,FALSE
"Rho.slide2_image9.2020_02_06","2020_02_06","Margaux Failla","Rho","slide2_image9","yes",120,55,"-","-","yes","27.6","-","problem orientation","TVC cell alignment","the 2 TVC divided not in the medio lateral orientation, so cells are a bit aligned","good","","Rho.slide2_image9.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"RNF149.image18_left.2021_02_24","2021_02_24","Margaux Failla","RNF149","image18_left","yes",66,26.2,"-","-","yes","26.8","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned","good","-","RNF149.image18_left.2021_02_24","orientation perturbed",FALSE,FALSE,TRUE
"RNF149.image18_right.2021_02_24","2021_02_24","Margaux Failla","RNF149","image18_right","yes",80.6,28,"-","-","yes","28.2","-","look like WT","look like WT","all look like WT","good","-","RNF149.image18_right.2021_02_24","WT",FALSE,FALSE,FALSE
"RNF149.image27_left.2021_02_24","2021_02_24","Margaux Failla","RNF149","image27_left","yes",72.6,35.5,"-","-","yes","23","-","problem disposition TVC","problem disposition TVC","one of the TVC divided but one of the cell detached and is not connected to the other cell","good","-","RNF149.image27_left.2021_02_24","WT",FALSE,FALSE,FALSE
"RNF149.image31_right.2021_02_24","2021_02_24","Margaux Failla","RNF149","image31_right","yes",89.8,30.6,"-","-","yes","8.28","-","look like WT","look like WT","all look like WT","good","-","RNF149.image31_right.2021_02_24","WT",FALSE,FALSE,FALSE
"RNF149.image32_left.2021_02_24","2021_02_24","Margaux Failla","RNF149","image32_left","yes",55.5,15,"-","-","yes","6.94","-","look like WT","look like WT","all look like WT","correct","-","RNF149.image32_left.2021_02_24","WT",FALSE,FALSE,FALSE
"RNF149.image33_right.2021_02_24","2021_02_24","Margaux Failla","RNF149","image33_right","yes",65.4,20,"-","-","yes","24.7","-","look like WT","look like WT","all look like WT","good","-","RNF149.image33_right.2021_02_24","WT",FALSE,FALSE,FALSE
"RNF149.image45_left.2021_02_24","2021_02_24","Margaux Failla","RNF149","image45_left","yes",57.3,32.3,"-","-","yes","37.5","-","look like WT","look like WT","all look like WT","good","-","RNF149.image45_left.2021_02_24","WT",FALSE,FALSE,FALSE
"RNF149.image5_right.2021_02_24","2021_02_24","Margaux Failla","RNF149","image5_right","yes",78.6,38.2,"-","-","yes","39.8","-","look like WT","look like WT","all look like WT","good","-","RNF149.image5_right.2021_02_24","WT",FALSE,FALSE,FALSE
"RNF149.image8_left.2021_02_24","2021_02_24","Margaux Failla","RNF149","image8_left","yes",91.3,35.6,"-","-","yes","14.2","-","look like WT","look like WT","all look like WT","good","-","RNF149.image8_left.2021_02_24","WT",FALSE,FALSE,FALSE
"Rock.image1_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Rock","image1_left","yes",22.5,11.5,"-","-","yes","29.7","-","look like WT","look like WT","all look like WT","good","-","Rock.image1_left.2020_07_23","WT",FALSE,FALSE,FALSE
"Rock.image1_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image1_right","yes",22.4,12.3,"-","-","yes","32.3","-","look like WT","look like WT","all look like WT","good","-","Rock.image1_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image10.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image10","yes",22,17.1,"-","-","yes","31.7","-","look like WT (but seems opposite asymmetric division between both TVCs)","look like WT","all look like WT (but seems opposite asymmetric division between both TVCs)","not good","Seems opposite asymmetric division between both TVCs","Rock.image10.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Rock.image13_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image13_right","yes",15.9,20.4,"-","-","yes","42.7","-","look like WT","look like WT","all look like WT","correct","-","Rock.image13_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image14.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image14","yes",17.5,15.1,"-","-","yes","42","-","look like WT","look like WT","all look like WT","not good","-","Rock.image14.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image15.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image15","yes",20.4,22.1,"-","-","yes","38.4","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-lateral orientation, so cells are aligned","good","-","Rock.image15.2020_07_14","orientation perturbed",FALSE,FALSE,TRUE
"Rock.image18_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image18_left","yes",22.3,18.2,"-","-","yes","40","-","look like WT","look like WT","all look like WT","not good","-","Rock.image18_left.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image19_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image19_right","yes",9.55,16,"-","-","yes","38.5","-","look like WT","look like WT","all look like WT","not good","-","Rock.image19_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image20_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image20_left","yes",5.24,13.2,"-","-","yes","32.9","-","look like WT","look like WT","all look like WT","not good","-","Rock.image20_left.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image20_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image20_right","yes",12.5,19.4,"-","-","yes","36.2","-","look like WT","look like WT","all look like WT","good","-","Rock.image20_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image3.2020_07_23","2020_07_23","Yelena Bernadskaya","Rock","image3","yes",30,9.69,"-","-","yes","34","-","look like WT","look like WT","all look like WT","good","-","Rock.image3.2020_07_23","WT",FALSE,FALSE,FALSE
"Rock.image4.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image4","yes",22,27.3,"-","-","yes","35","-","look like WT","look like WT","all look like WT","correct","-","Rock.image4.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image4.2020_07_23","2020_07_23","Yelena Bernadskaya","Rock","image4","yes",20.1,14.9,"-","-","yes","30.4","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Rock.image4.2020_07_23","WT",FALSE,FALSE,FALSE
"Rock.image6_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Rock","image6_right","yes",22.4,10.2,"-","-","yes","24","-","look like WT (but one of the TVC divided not completely and not seen in the segmentation because the nuclei are too far from each other, so considered as 2 cells)","inhibited TVC division","all look like WT (but one of the TVC divided not completely and not seen in the segmentation because the nuclei are too far from each other, so considered as 2 cells)","correct","Ambiguous phenotype between left and right, and one of the TVC divided not completely and not seen in the segmentation because the nuclei are too far from each other, so considered as 2 cells","Rock.image6_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Rock.image6.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image6","yes",22.5,21.5,"-","-","yes","32.1","-","look like WT","look like WT","all look like WT","correct","-","Rock.image6.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image7.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image7","yes",17.4,10.8,"-","-","yes","35.6","-","look like WT","look like WT","all look like WT","correct","-","Rock.image7.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image8_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image8_left","yes",9.72,13.8,"-","-","yes","35.4","-","look like WT","look like WT","all look like WT","not good","-","Rock.image8_left.2020_07_14","WT",FALSE,FALSE,FALSE
"Rock.image8_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Rock","image8_right","yes",17.9,11.4,"-","-","yes","37.5","-","problem disposition TVC","problem disposition TVC","all look like WT (but the 4 cells are not  in the medio-lateral position: but no feature to extract this)","correct","Don't see all the ATM cells (image not centered) and the 4 cells are not in the medio-lateral position but no feature to extract this","Rock.image8_right.2020_07_14","WT",FALSE,FALSE,FALSE
