Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Threshold surface,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Details phenotype,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image5_left,yes,18.5,15.1,-,-,yes,17.7,-,look like WT (but the 4 cells are not  in the medio-lateral position: but no feature to extract this),all look like WT (but the 4 cells are not  in the medio-lateral position: but no feature to extract this),good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image5_right,yes,16.1,15.1,-,-,yes,31.8,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image6_left,yes,22,10.1,-,-,yes,19.6,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image6_right,yes,22,17.6,-,-,yes,37,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image8_left,yes,5.12,5.86,-,-,yes,34.8,-,look like WT,all look like WT,not good,Don't see all the ATM cells (image not centered)
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image8_right,yes,25.3,18.3,-,-,yes,32.6,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image9,yes,15.7,14.9,-,-,yes,13.2,-,problem division,one of the TVC didn't divide in the trunk,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image10_left,yes,10.1,13.8,-,-,yes,15.6,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image10_right,yes,16.6,12.1,-,-,yes,24.5,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image11_left,yes,6.87,11.8,-,-,yes,8.56,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image11_right,yes,17.2,26.1,-,-,yes,17.3,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image12,yes,20.1,16.7,-,-,yes,50.2,-,problem division,the 2 TVCs didn't divided in the trunk,good,A big protrusion from the ATM has not been detected by the segmentation because too thin
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image13,yes,15.2,14.3,-,-,yes,21.6,-,look like WT,all look like WT,correct,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image14,yes,18.3,9.87,-,-,yes,15.5,-,problem migration and division,one of the ATM migrated in the trunk and divided with the TVCs,correct,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image15_right,yes,5.34,13.7,-,-,yes,20.7,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image16,yes,10.3,11.4,-,-,yes,57.8,-,look like WT,all look like WT,not good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image17_left,yes,20.6,14.9,-,-,yes,24.6,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image17_right,yes,20.6,26.4,-,-,yes,44.9,-,problem migration and division,"one of the TVC didn't migrate, it stayed in the tail and didn't divide; the other TVC that migrated in the trunk didn't divide",good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image18,yes,21.5,22.2,-,-,yes,38.3,-,problem division,the 2 TVCs didn't divided in the trunk,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image19_left,yes,2.61,7.14,-,-,yes,44.6,-,look like WT,all look like WT,not good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image19_right,yes,4.79,11.9,-,-,yes,51,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image20_left,yes,19,18,-,-,yes,37.5,-,look like WT,all look like WT,good,-
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image21_left,yes,18,12.5,-,-,yes,23.5,-,look like WT,all look like WT,correct,Don't see all the ATM cells (image not centered)
2020-06-17,Yelena Bernadskaya,1C - NDE,06172020_image21_right,yes,5.3,10.3,-,-,yes,31.1,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image2,yes,20,15.9,-,-,yes,50.7,-,look like WT,all look like WT,not good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image3,yes,20.7,12,-,-,yes,36,-,look like WT,all look like WT,not good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image5_left,yes,17.2,12.5,-,-,yes,34.4,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image5_right,yes,17.2,17,-,-,yes,30.9,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image7_left,yes,30.7,15.3,-,-,yes,37,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image7_right,yes,30.7,13.1,-,-,yes,53.9,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image8_left,yes,20.1,19,-,-,yes,42.6,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image9_left,yes,35.3,14.2,-,-,yes,39.5,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image9_right,yes,45.7,23.4,-,-,yes,39.5,-,problem migration and division,"one of the ATM migrated in the trunk with the TVCs; one of the TVC didn't divide in the trunk; the other TVC didvided but not completely, but the nuclei are too close so in segmentation considered as 1 cell",correct,"one of the division is not completed for a TVC, because divided but not completely and the segmentation detected 1 cell as the nuclei are too close"
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image10_right,yes,30.2,13.6,-,-,yes,40.8,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image11,yes,28,9.78,-,-,yes,0,groups connected,problem migration and division,one of the ATM migrated in the trunk and divided with the TVCs,correct,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image12,yes,25.4,22.8,-,-,yes,36.1,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image13,yes,21.9,17.7,-,-,yes,39.5,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image14_left,yes,23.8,11.8,-,-,yes,53.7,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image15_left,yes,21,9.9,-,-,yes,27.8,-,look like WT (but the 4 cells are not  in the medio-lateral position: but no feature to extract this),all look like WT (but the 4 cells are not  in the medio-lateral position: but no feature to extract this),good,-
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image15_right,yes,21,9,-,-,yes,31,-,problem orientation,"one of the TVC divided but not in the medio-lateral orientation, so cells are aligned",correct,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image16_left,yes,22.2,13.9,-,-,yes,46.6,-,problem division,one of the TVC didn't divide in the trunk,good,Don't see all the ATM cells (image not centered) and ambiguous phenotype between left and right
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image16_right,yes,22.2,12.7,-,-,yes,50.4,-,problem division,the 2 TVCs didn't divide in the trunk,good,Don't see all the ATM cells (image not centered) and ambiguous phenotype between left and right
2020-07-14,Yelena Bernadskaya,Tyrosinase,14072020_image17,yes,22.3,10.3,-,-,yes,40.4,-,problem orientation,"one of the TVC divided but not in the medio-lateral orientation, so cells are aligned",not good,-
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image1_right,yes,28.1,33.5,-,-,yes,44.9,-,look like WT,all look like WT,not good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image2,yes,24.8,14.3,-,-,yes,23.1,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image3,yes,25.5,17,-,-,yes,32.3,-,problem orientation,"the 2 TVCs divided but not in the medio-lateral orientation, so cells are aligned",good,-
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image4,yes,30.3,31.4,-,-,yes,0,groups connected,problem migration and division,"one of the TVC didn't migrate and stayed in the tail, the other TVC didn't migrate enough in the trunk and both still attached to the ATMs group, and they didn't divide",good,-
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image6,yes,25.4,13.6,-,-,yes,30.2,-,problem division,one of the TVC didn't divide in the trunk,not good,-
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image7,yes,21.6,15.8,-,-,yes,50,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image8,yes,35.1,17.7,-,-,yes,36.2,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image9_left,yes,40.2,16,-,-,yes,30.4,-,problem division,the 2 TVCs didn't divide in the trunk,not good,-
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image10_left,yes,31.2,23,-,-,yes,37.4,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image10_right,yes,31.2,23,-,-,yes,32.9,-,problem division,the 2 TVCs didn't divide in the trunk,good,-
2020-07-14,Yelena Bernadskaya,Foxf,16072020_image11,yes,32,19.9,-,-,yes,48.1,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image1,yes,15.3,17.3,-,-,yes,44.5,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image2_left,yes,30.2,18.5,-,-,yes,30.7,-,problem division,one of the TVC didn't divide in the trunk,correct,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image3,yes,20.1,18.1,-,-,yes,40.6,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image4,yes,22,11.1,-,-,yes,36.5,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image5_left,yes,25.2,18,-,-,yes,38.8,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image6,yes,24.9,15,-,-,yes,32.7,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image8_right,yes,29.9,18.3,-,-,yes,33,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image9,yes,14.7,9.91,-,-,yes,31.6,-,look like WT,all look like WT,correct,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image10,yes,20.7,19.3,-,-,yes,33.4,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image11,yes,20.8,15,-,-,yes,38.3,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image12,yes,20.4,17,-,-,yes,43.9,-,look like WT,all look like WT,correct,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image13_left,yes,22.5,24.7,-,-,yes,36.3,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image13_right,yes,22.5,20.6,-,-,yes,32.4,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image14,yes,11.7,17.8,-,-,yes,37.9,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image15_left,yes,21.9,17.3,-,-,yes,39.3,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image16_left,yes,21.8,30.7,-,-,yes,48.5,-,problem division,the 2 TVCs didn't divide in the trunk,correct,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image17_left,yes,22.5,21.4,-,-,yes,31.8,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image18,yes,20.3,17.4,-,-,yes,47.5,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image19,yes,20.4,24.1,-,-,yes,37.2,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image20_left,yes,38,20,-,-,yes,40.6,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,10C / Rab5,14072020_image20_right,yes,38,7.73,-,-,yes,43.6,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image1,yes,20,15.8,-,-,yes,33.6,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image2,yes,13.7,17.8,-,-,yes,27.1,bad segmentation - distance should be longer,problem division and orientation,the 2 TVCs didn't divide in the trunk and they are not correctly oriented,not good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image3,yes,22,18.7,-,-,yes,24.6,-,look like WT,all look like WT,correct,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image4,yes,25.3,23.4,-,-,yes,19.6,-,problem division,one of the TVC didn't divide in the trunk,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image6,yes,24.9,16.5,-,-,yes,23,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image7,yes,25.4,17.8,-,-,yes,34.6,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image8,yes,20.2,23.4,-,-,yes,29.8,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image9_left,yes,22.6,18.9,-,-,yes,46.9,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image9_right,yes,22.6,18.9,-,-,yes,44.1,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image10,yes,25.1,18.3,-,-,yes,41.1,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image11_right,yes,22.4,14.8,-,-,yes,26.3,-,look like WT,all look like WT,not good,Ambiguous phenotype because many cells around
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image12,yes,23.3,19.6,-,-,yes,30.9,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image13,yes,22.4,18.1,-,-,yes,30.9,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image14_left,yes,40.6,26.4,-,-,yes,20.8,-,"problem division (but not seen in segmentation, nuclei are far enough and so considered as 2 cells)","one of the TVC divided but not completely (but not seen in segmentation, because nuclei are far enough and so considered as 2 cells)",good,"the incomplete division is not seen in segmentation, because nuclei are far enough and so considered as 2 cells"
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image14_right,yes,29.9,22.6,-,-,yes,21.5,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image15,yes,27.6,20,-,-,yes,43.4,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image16,yes,25.3,22,-,-,yes,34.9,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image17,yes,25.1,25,-,-,yes,36.2,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image18_left,yes,22.9,19.1,-,-,yes,34.3,-,problem division,one of the TVC didn't divide in the trunk,correct,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image18_right,yes,22.9,19.1,-,-,yes,37.8,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image19_left,yes,69.3,22.4,-,-,yes,52.9,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,1D - Paxillin,14072020_image20,yes,20.5,15.4,-,-,yes,35.5,-,problem division,one of the TVC didn't divide in the trunk,good,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image2,yes,10.2,21.5,-,-,yes,35.9,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image3,yes,25.3,13.5,-,-,yes,2.6,-,problem migration and division (also the TVC group is not oriented in the medio-laterale orientation but there is no features to extract this),the 2 ATMs migrated a bit in the trunk and they both divided (also the TVC group is not oriented in the medio-laterale orientation but there is no features to extract this),correct,The TVC group is not oriented in the medio-laterale orientation but there is no features to extract this
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image4,yes,23,22.4,-,-,yes,21.7,-,problem division,the 2 TVCs didn't divide in the trunk,good,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image5,yes,22.3,22.1,-,-,yes,24.6,-,problem division and migration/disposition (also the TVCs are not oriented in the medio-laterale orientation but there is no features to extract this),one of the ATM divided in the tail and the TVCs migrated but separately so there is 2 groups of TVCs in the trunk (also the TVCs are not oriented in the medio-laterale orientation but there is no features to extract this),good,The TVCs are not oriented in the medio-laterale orientation but there is no features to extract this
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image6,yes,30.1,12.2,-,-,yes,44.1,-,problem migration and division,one of the TVC didn't migrate and didn't divide in the tail and the other TVC that migrated didn't divide in the trunk,good,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image7_right,yes,20,5.9,-,-,yes,33.5,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image8,yes,27.2,23.3,-,-,yes,20.7,-,problem migration,one of the ATM migrated in the trunk with the TVCs,good,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image10,yes,27.6,12.4,-,-,yes,43.3,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image11,yes,22.5,12.5,-,-,yes,19.1,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image12_left,yes,25.8,15.8,-,-,yes,16.9,-,problem division,the 2 TVCs didn't divide in the trunk,good,Ambiguous phenotype between left and right
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image12_right,yes,22.1,12.5,-,-,yes,38.2,-,look like WT,all look like WT,good,Ambiguous phenotype between left and right
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image13,yes,25.2,14,-,-,yes,33.6,-,problem division,"one of the TVC didn't divide in the trunk, the other TVC divided but not completely (not seen in the segmentation because the nuclei are far enough so considered as  2 cells)",good,"One of the TVC divided but not completely, not seen in the segmentation because the nuclei are far enough so considered as  2 cells"
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image14,yes,23.2,13.6,-,-,yes,41.2,-,look like WT,all look like WT,good,Ambiguous phenotype because many cells around ATMs
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image17,yes,20.3,21.1,-,-,yes,32.7,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image18_left,yes,20,12.6,-,-,yes,36.6,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image18_right,yes,10.6,8.83,-,-,yes,37.9,-,problem migration,one of the ATM migrated in the trunk and divided with the TVCs,not good,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image19,yes,20.3,17.9,-,-,yes,46.1,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,2E / Rabep,15072020_image20,yes,17.7,13.8,-,-,yes,27.7,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image1_left,yes,22.4,12.3,-,-,yes,27.9,-,problem division,"one of the TVC didn""t divide in the trunk",good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image1_right,yes,22.4,12.3,-,-,yes,32.3,-,look like WT,all look like WT,good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image2,yes,18.2,7.22,-,-,yes,34.1,-,problem division,the 2 TVCs didn't divide in the trunk,not good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image3,yes,25.2,20.4,-,-,yes,34.1,-,problem migration and division,"the 2 ATMs divided in the tail; and one of the TVC didn't migrate and didn't divide in the tail, and the other TVC that migrated didn't divide in the trunk",good,Ambiguous phenotype because difficult to identify the cells
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image4,yes,22,27.3,-,-,yes,35,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image5,yes,22.4,11.2,-,-,yes,52.3,-,problem division,the 2 TVCs didn't divide in the trunk,not good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image6,yes,22.5,21.5,-,-,yes,32.1,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image7,yes,17.4,10.8,-,-,yes,35.6,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image8_left,yes,9.72,13.8,-,-,yes,35.4,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image8_right,yes,17.9,11.4,-,-,yes,37.5,-,look like WT (but the 4 cells are not  in the medio-lateral position: but no feature to extract this),all look like WT (but the 4 cells are not  in the medio-lateral position: but no feature to extract this),correct,Don't see all the ATM cells (image not centered and the 4 cells are not in the medio-lateral position but no feature to extract this
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image9,yes,15.3,11,-,-,yes,36.2,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image10,yes,22,17.1,-,-,yes,31.7,-,look like WT (but seems opposite asymmetric division between both TVCs),all look like WT (but seems opposite asymmetric division between both TVCs),not good,Seems opposite asymmetric division between both TVCs
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image12,yes,21.2,14,-,-,yes,9.54,-,problem division,the 2 TVCs didn't divide in the trunk,not good,Don't see all the ATM cells (image not centered)
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image13_right,yes,15.9,20.4,-,-,yes,42.7,-,look like WT,all look like WT,correct,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image14,yes,17.5,15.1,-,-,yes,42,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image15,yes,20.4,22.1,-,-,yes,38.4,-,problem orientation,"one of the TVC divided but not in the medio-lateral orientation, so cells are aligned",good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image18_left,yes,22.3,18.2,-,-,yes,40,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image19_right,yes,9.55,16,-,-,yes,38.5,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image20_left,yes,5.24,13.2,-,-,yes,32.9,-,look like WT,all look like WT,not good,-
2020-07-14,Yelena Bernadskaya,3G / Rock,15072020_image20_right,yes,12.5,19.4,-,-,yes,36.2,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Tyrosinase,23072020_image1,yes,22.5,9.9,-,-,yes,40.4,-,look like WT,all look like WT,not good,-
2020-07-23,Yelena Bernadskaya,Tyrosinase,23072020_image3_left,yes,23,13.9,-,-,yes,40.6,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Tyrosinase,23072020_image3_right,yes,23,10,-,-,yes,40.4,not correctly segmented - distance should be longer,look like WT,all look like WT,not good,Don't see all the TVC cells (image not centered)
2020-07-23,Yelena Bernadskaya,Tyrosinase,23072020_image5,yes,22.4,9.74,-,-,yes,21.7,-,problem migration and division,one of the ATM migrated and divided with the TVCs in the trunk,good,-
2020-07-23,Yelena Bernadskaya,Tyrosinase,23072020_image6,yes,22.5,11.8,-,-,yes,30.5,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-23,Yelena Bernadskaya,Tyrosinase,23072020_image7,yes,33.4,16.6,-,-,yes,37.9,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Tyrosinase,23072020_image8,yes,22.4,18.7,-,-,yes,9.78,"a part of the ATM is very thin, not segmented - distance should be a bit smaller",problem migration,one of the ATM migrated with the TVCs in the trunk,good,-
2020-07-23,Yelena Bernadskaya,Tyrosinase,23072020_image9,yes,25.3,18,-,-,yes,40.4,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Tyrosinase,23072020_image10,yes,25.9,17.6,-,-,yes,38.1,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image1,yes,23.1,22.2,-,-,yes,34.7,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,Don't see all the ATM cells (image not centered)
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image2,yes,24.9,15,-,-,yes,21,-,problem division and orientation,"one of the TVC didn't divide in the trunk and the other TVC divided but not in the medio-lateral orientation, so cells are aligned",good,-
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image3,yes,23.3,12.5,-,-,yes,31.6,-,problem division,"one of the ATM divided in the tail, and one of the TVC didn't divide in the trunk",good,Don't see all the ATM cells (image not centered)
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image4,yes,22.5,15.4,-,-,yes,31.8,-,problem orientation,"the 2 TVC divided not in the medio-lateral orientation, so all cells are aligned",good,-
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image5_left,yes,22.5,13.5,-,-,yes,46.7,-,problem division,one of the TVC didn't divide in the trunk,not good,Ambiguous phenotype between left and right
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image5_right,yes,21.5,13.5,-,-,yes,39.3,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",correct,"Ambiguous phenotype between left and right, don't see all the ATM cells (image not centered)"
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image7,yes,22.3,15.2,-,-,yes,30.7,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image8_left,yes,22.4,12.9,-,-,yes,21.5,-,problem division,the 2 TVCs didn't divide in the trunk,not good,-
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image8_right,yes,22.4,12.9,-,-,yes,18.1,-,problem division,the 2 TVCs didn't divide in the trunk,not good,-
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image9,yes,22.3,17.7,-,-,yes,36.6,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image10_left,yes,22.6,22.6,-,-,yes,44.1,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned (this TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells)",good,One TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells
